CodCirc2,NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,NbVoix,RapportExprimes,RapportInscrits,Elu,CodCirc,CodDept,CodeReg,index,LibCirElec,NbSap,CodReg,CodDpt
44006,3,HUNAULT,Alain,M.,DVD,Divers droite,20413,"25,41","17,40",NON,4406,44,52,317,6ème circonscription,1,52,44
44006,5,RAUX,Jean-Claude,M.,UG,Union de la gauche,32186,"40,06","27,43",OUI,4406,44,52,317,6ème circonscription,1,52,44
44007,3,JOSSO,Sandrine,Mme,ENS,Ensemble ! (Majorité présidentielle),48531,"59,95","40,80",OUI,4407,44,52,318,7ème circonscription,1,52,44
44007,6,HUNAULT,Michel,M.,UXD,Union de l'extrême droite,32425,"40,05","27,26",NON,4407,44,52,318,7ème circonscription,1,52,44
44008,4,BOUCHET,Gauthier,M.,RN,Rassemblement National,20454,"38,32","22,44",NON,4408,44,52,319,8ème circonscription,1,52,44
44008,6,TAVEL,Matthias,M.,UG,Union de la gauche,32922,"61,68","36,11",OUI,4408,44,52,319,8ème circonscription,1,52,44
44009,3,BRARD,Jean-Michel,M.,DVD,Divers droite,56024,"62,86","42,23",OUI,4409,44,52,320,9ème circonscription,1,52,44
44009,7,MALDINEY,Bastian,M.,RN,Rassemblement National,33106,"37,14","24,95",NON,4409,44,52,320,9ème circonscription,1,52,44
44010,1,COTREL,Stéphanie,Mme,RN,Rassemblement National,25826,"28,45","20,44",NON,4410,44,52,321,10ème circonscription,1,52,44
44010,2,VIANCIN,Maxime,M.,UG,Union de la gauche,25973,"28,61","20,56",NON,4410,44,52,321,10ème circonscription,1,52,44
44010,4,ERRANTE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),38983,"42,94","30,85",OUI,4410,44,52,321,10ème circonscription,1,52,44
49001,1,GERNIGON,François,M.,ENS,Ensemble ! (Majorité présidentielle),24719,"40,54","27,87",OUI,4901,49,52,322,1ère circonscription,1,52,49
49001,4,RICHARD,Elsa,Mme,UG,Union de la gauche,21621,"35,46","24,38",NON,4901,49,52,322,1ère circonscription,1,52,49
49001,6,LOUVIGNE,Hugo,M.,RN,Rassemblement National,14629,"23,99","16,49",NON,4901,49,52,322,1ère circonscription,1,52,49
49002,4,METAYER,Léo,M.,UG,Union de la gauche,18315,"27,81","19,16",NON,4902,49,52,323,2ème circonscription,1,52,49
49002,5,DUPONT,Stella,Mme,ENS,Ensemble ! (Majorité présidentielle),30214,"45,89","31,60",OUI,4902,49,52,323,2ème circonscription,1,52,49
49002,6,BRISSEAU,Thomas,M.,RN,Rassemblement National,17317,"26,30","18,11",NON,4902,49,52,323,2ème circonscription,1,52,49
49003,2,BLIN,Anne-Laure,Mme,LR,Les Républicains,26768,"57,17","36,78",OUI,4903,49,52,324,3ème circonscription,1,52,49
49003,5,BOURGEAULT,Edouard,M.,RN,Rassemblement National,20052,"42,83","27,55",NON,4903,49,52,324,3ème circonscription,1,52,49
49004,5,SAINT-PAUL,Laëtitia,Mme,ENS,Ensemble ! (Majorité présidentielle),30476,"60,03","40,03",OUI,4904,49,52,325,4ème circonscription,1,52,49
49004,7,LAHONDÈS,Aurore,Mme,RN,Rassemblement National,20289,"39,97","26,65",NON,4904,49,52,325,4ème circonscription,1,52,49
49005,1,BOURDOULEIX,Gilles,M.,UXD,Union de l'extrême droite,17310,"34,21","21,60",NON,4905,49,52,326,5ème circonscription,1,52,49
49005,3,MASSEGLIA,Denis,M.,ENS,Ensemble ! (Majorité présidentielle),33204,"65,63","41,44",OUI,4905,49,52,326,5ème circonscription,1,52,49
49005,6,MOREAU,France,Mme,UG,Union de la gauche,82,"0,16","0,10",NON,4905,49,52,326,5ème circonscription,1,52,49
49006,3,PAVAGEAU,Tim,M.,RN,Rassemblement National,21954,"33,68","22,02",NON,4906,49,52,327,6ème circonscription,1,52,49
49006,5,DUBRE CHIRAT,Nicole,Mme,ENS,Ensemble ! (Majorité présidentielle),43226,"66,32","43,37",OUI,4906,49,52,327,6ème circonscription,1,52,49
49007,2,LASCAUD,Clémence,Mme,RN,Rassemblement National,17389,"29,83","20,58",NON,4907,49,52,328,7ème circonscription,1,52,49
49007,5,BOLO,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),24319,"41,73","28,78",OUI,4907,49,52,328,7ème circonscription,1,52,49
49007,7,JOUANNEAU,Guillaume,M.,UG,Union de la gauche,16576,"28,44","19,62",NON,4907,49,52,328,7ème circonscription,1,52,49
53001,1,GAROT,Guillaume,M.,UG,Union de la gauche,31428,"67,56","42,36",OUI,5301,53,52,329,1ère circonscription,1,52,53
53001,2,VEYRE DE SORAS,Paule,Mme,RN,Rassemblement National,15089,"32,44","20,34",NON,5301,53,52,329,1ère circonscription,1,52,53
53002,3,CADENAS,Jean-Michel,M.,RN,Rassemblement National,18727,"36,02","23,47",NON,5302,53,52,330,2ème circonscription,1,52,53
53002,6,BANNIER,Géraldine,Mme,ENS,Ensemble ! (Majorité présidentielle),33257,"63,98","41,68",OUI,5302,53,52,330,2ème circonscription,1,52,53
53003,1,BELL,Annie,Mme,RN,Rassemblement National,14161,"31,10","19,49",NON,5303,53,52,331,3ème circonscription,1,52,53
53003,3,FAVENNEC,Yannick,M.,HOR,Horizons,31379,"68,90","43,18",OUI,5303,53,52,331,3ème circonscription,1,52,53
72001,1,DELPECH,Julie,Mme,ENS,Ensemble ! (Majorité présidentielle),29050,"60,91","39,37",OUI,7201,72,52,332,1ère circonscription,1,52,72
72001,5,DE COSSÉ BRISSAC,Céline,Mme,RN,Rassemblement National,18646,"39,09","25,27",NON,7201,72,52,332,1ère circonscription,1,52,72
72002,1,FEVRE,François,M.,UXD,Union de l'extrême droite,21349,"42,69","25,48",NON,7202,72,52,333,2ème circonscription,1,52,72
72002,5,KARAMANLI,Marietta,Mme,UG,Union de la gauche,28660,"57,31","34,21",OUI,7202,72,52,333,2ème circonscription,1,52,72
72003,2,MARTINEAU,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),28392,"51,44","33,05",OUI,7203,72,52,334,3ème circonscription,1,52,72
72003,4,LEMOIGNE,Romain,M.,RN,Rassemblement National,26799,"48,56","31,20",NON,7203,72,52,334,3ème circonscription,1,52,72
72004,6,LEBOUCHER,Elise,Mme,UG,Union de la gauche,24136,"50,23","29,63",OUI,7204,72,52,335,4ème circonscription,1,52,72
72004,7,LE PEN,Marie-Caroline,Mme,RN,Rassemblement National,23911,"49,77","29,35",NON,7204,72,52,335,4ème circonscription,1,52,72
72005,2,GRELIER,Jean-Carles,M.,ENS,Ensemble ! (Majorité présidentielle),32006,"57,04","36,37",OUI,7205,72,52,336,5ème circonscription,1,52,72
72005,5,VAUGARNY,Pierre,M.,RN,Rassemblement National,24102,"42,96","27,39",NON,7205,72,52,336,5ème circonscription,1,52,72
85001,4,LATOMBE,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),48477,"60,90","40,14",OUI,8501,85,52,337,1ère circonscription,1,52,85
85001,6,PAULIN,Simon-Pierre,M.,UXD,Union de l'extrême droite,31121,"39,10","25,77",NON,8501,85,52,337,1ère circonscription,1,52,85
85002,3,EBRAN,Marie-Christine,Mme,RN,Rassemblement National,30537,"39,77","26,76",NON,8502,85,52,338,2ème circonscription,1,52,85
85002,4,BELLAMY,Béatrice,Mme,ENS,Ensemble ! (Majorité présidentielle),46240,"60,23","40,53",OUI,8502,85,52,338,2ème circonscription,1,52,85
85003,3,DUBIN,Pascal,M.,UXD,Union de l'extrême droite,40530,"43,57","29,61",NON,8503,85,52,339,3ème circonscription,1,52,85
85003,6,BUCHOU,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),52496,"56,43","38,35",OUI,8503,85,52,339,3ème circonscription,1,52,85
85004,2,MARIEL-GODARD,Julie,Mme,UG,Union de la gauche,12170,"16,99","11,62",NON,8504,85,52,340,4ème circonscription,1,52,85
85004,3,PROUX,Jacques,M.,RN,Rassemblement National,17613,"24,58","16,82",NON,8504,85,52,340,4ème circonscription,1,52,85
85004,4,BESSE,Véronique,Mme,DVD,Divers droite,31068,"43,36","29,67",OUI,8504,85,52,340,4ème circonscription,1,52,85
85004,5,NAGNONHOU,Ilias,M.,ENS,Ensemble ! (Majorité présidentielle),10796,"15,07","10,31",NON,8504,85,52,340,4ème circonscription,1,52,85
85005,2,BUFFETAUT,Stéphane,M.,RN,Rassemblement National,23721,"42,51","28,24",NON,8505,85,52,341,5ème circonscription,1,52,85
85005,4,HENRIET,Pierre,M.,ENS,Ensemble ! (Majorité présidentielle),32085,"57,49","38,20",OUI,8505,85,52,341,5ème circonscription,1,52,85
22001,1,COSSON,Mickaël,M.,ENS,Ensemble ! (Majorité présidentielle),27186,"41,45","29,99",OUI,2201,22,53,342,1ère circonscription,1,53,22
22001,2,GORGIARD,Marion,Mme,UG,Union de la gauche,20845,"31,78","23,00",NON,2201,22,53,342,1ère circonscription,1,53,22
22001,4,BILLAUD,Françoise,Mme,RN,Rassemblement National,17560,"26,77","19,37",NON,2201,22,53,342,1ère circonscription,1,53,22
22002,4,KIEFFER,Antoine,M.,RN,Rassemblement National,26935,"36,37","25,77",NON,2202,22,53,343,2ème circonscription,1,53,22
22002,5,BERVILLE,Hervé,M.,ENS,Ensemble ! (Majorité présidentielle),47119,"63,63","45,08",OUI,2202,22,53,343,2ème circonscription,1,53,22
22003,1,LE FUR,Corentin,M.,LR,Les Républicains,41619,"67,97","46,54",OUI,2203,22,53,344,3ème circonscription,1,53,22
22003,8,DE MELLON,Odile,Mme,RN,Rassemblement National,19616,"32,03","21,94",NON,2203,22,53,344,3ème circonscription,1,53,22
22004,1,LUDE,Noël,M.,RN,Rassemblement National,23332,"45,25","28,61",NON,2204,22,53,345,4ème circonscription,1,53,22
22004,5,LEPVRAUD,Murielle,Mme,UG,Union de la gauche,28234,"54,75","34,62",OUI,2204,22,53,345,4ème circonscription,1,53,22
22005,1,LE BOULANGER,Jean-Yves,M.,RN,Rassemblement National,22919,"29,10","21,27",NON,2205,22,53,346,5ème circonscription,1,53,22
22005,3,BOTHOREL,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),32463,"41,21","30,13",OUI,2205,22,53,346,5ème circonscription,1,53,22
22005,4,LEMAITRE,Marielle,Mme,UG,Union de la gauche,23385,"29,69","21,70",NON,2205,22,53,346,5ème circonscription,1,53,22
29001,1,LE MEUR,Annaïg,Mme,ENS,Ensemble ! (Majorité présidentielle),27066,"39,70","29,31",OUI,2901,29,53,347,1ère circonscription,1,53,29
29001,2,LEBERT,Grégory,M.,UG,Union de la gauche,24096,"35,34","26,09",NON,2901,29,53,347,1ère circonscription,1,53,29
29001,4,HÉNAFF,Christel,Mme,RN,Rassemblement National,17015,"24,96","18,42",NON,2901,29,53,347,1ère circonscription,1,53,29
29002,3,LARSONNEUR,Jean-Charles,M.,DVC,Divers centre,19239,"35,68","24,61",NON,2902,29,53,348,2ème circonscription,1,53,29
29002,7,CADALEN,Pierre-Yves,M.,UG,Union de la gauche,22110,"41,01","28,28",OUI,2902,29,53,348,2ème circonscription,1,53,29
29002,8,KERVELLA,Denis,M.,RN,Rassemblement National,12567,"23,31","16,07",NON,2902,29,53,348,2ème circonscription,1,53,29
29003,2,LE GAC,Didier,M.,ENS,Ensemble ! (Majorité présidentielle),44449,"69,13","47,35",OUI,2903,29,53,349,3ème circonscription,1,53,29
29003,3,DONVAL,Martine,Mme,RN,Rassemblement National,19848,"30,87","21,14",NON,2903,29,53,349,3ème circonscription,1,53,29
29004,2,BIHOUEE,Tony,M.,RN,Rassemblement National,16492,"27,02","19,55",NON,2904,29,53,350,4ème circonscription,1,53,29
29004,4,VULPIANI,Sylvaine,Mme,UG,Union de la gauche,20490,"33,57","24,29",NON,2904,29,53,350,4ème circonscription,1,53,29
29004,5,LE FEUR,Sandrine,Mme,ENS,Ensemble ! (Majorité présidentielle),24048,"39,40","28,51",OUI,2904,29,53,350,4ème circonscription,1,53,29
29005,3,THOMAÏDIS,Renée,Mme,RN,Rassemblement National,21704,"31,93","21,97",NON,2905,29,53,351,5ème circonscription,1,53,29
29005,4,MELCHIOR,Graziella,Mme,ENS,Ensemble ! (Majorité présidentielle),46270,"68,07","46,85",OUI,2905,29,53,351,5ème circonscription,1,53,29
29006,1,LE FUR,Patrick,M.,RN,Rassemblement National,23847,"38,17","26,05",NON,2906,29,53,352,6ème circonscription,1,53,29
29006,6,THOMIN,Mélanie,Mme,UG,Union de la gauche,38630,"61,83","42,20",OUI,2906,29,53,352,6ème circonscription,1,53,29
29007,1,TANGUY,Liliana,Mme,ENS,Ensemble ! (Majorité présidentielle),23310,"37,94","27,86",OUI,2907,29,53,353,7ème circonscription,1,53,29
29007,2,ALANOU,Annick,Mme,RN,Rassemblement National,17084,"27,81","20,42",NON,2907,29,53,353,7ème circonscription,1,53,29
29007,7,HARVINDER,Jugdeep,Mme,UG,Union de la gauche,21041,"34,25","25,15",NON,2907,29,53,353,7ème circonscription,1,53,29
29008,4,BALANANT,Erwan,M.,ENS,Ensemble ! (Majorité présidentielle),40112,"64,61","43,72",OUI,2908,29,53,354,8ème circonscription,1,53,29
29008,5,PEREZ,Christian,M.,RN,Rassemblement National,21974,"35,39","23,95",NON,2908,29,53,354,8ème circonscription,1,53,29
35001,1,MESMEUR,Marie,Mme,UG,Union de la gauche,30190,"45,66","31,99",OUI,3501,35,53,355,1ère circonscription,1,53,35
35001,5,BOUCHER,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle),24181,"36,57","25,62",NON,3501,35,53,355,1ère circonscription,1,53,35
35001,7,REY DU BOISSIEU,Jeanne,Mme,RN,Rassemblement National,11754,"17,78","12,46",NON,3501,35,53,355,1ère circonscription,1,53,35
35002,3,MAILLART-MÉHAIGNERIE,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle),29342,"39,42","29,37",NON,3502,35,53,356,2ème circonscription,1,53,35
35002,4,VANHAECKE,Bérénice,Mme,RN,Rassemblement National,12595,"16,92","12,61",NON,3502,35,53,356,2ème circonscription,1,53,35
35002,5,LAHAIS,Tristan,M.,UG,Union de la gauche,32489,"43,65","32,52",OUI,3502,35,53,356,2ème circonscription,1,53,35
35003,1,D'ORSANNE,Virginie,Mme,RN,Rassemblement National,19366,"28,87","20,74",NON,3503,35,53,357,3ème circonscription,1,53,35
35003,2,FAILLÉ,Charlotte,Mme,ENS,Ensemble ! (Majorité présidentielle),20552,"30,64","22,01",NON,3503,35,53,357,3ème circonscription,1,53,35
35003,4,ROUAUX,Claudia,Mme,UG,Union de la gauche,27165,"40,49","29,09",OUI,3503,35,53,357,3ème circonscription,1,53,35
35004,3,FRANÇOIS,Jacques,M.,RN,Rassemblement National,26671,"42,43","27,30",NON,3504,35,53,358,4ème circonscription,1,53,35
35004,4,HIGNET,Mathilde,Mme,UG,Union de la gauche,36195,"57,57","37,04",OUI,3504,35,53,358,4ème circonscription,1,53,35
35005,3,GILOIS,Françoise,Mme,RN,Rassemblement National,23957,"32,28","21,46",NON,3505,35,53,359,5ème circonscription,1,53,35
35005,4,LE NABOUR,Christine,Mme,ENS,Ensemble ! (Majorité présidentielle),50267,"67,72","45,03",OUI,3505,35,53,359,5ème circonscription,1,53,35
35006,3,MARION,Tangi,M.,RN,Rassemblement National,20652,"33,50","22,78",NON,3506,35,53,360,6ème circonscription,1,53,35
35006,5,BENOIT,Thierry,M.,ENS,Ensemble ! (Majorité présidentielle),40987,"66,50","45,21",OUI,3506,35,53,360,6ème circonscription,1,53,35
35007,1,LEMOINE,Dylan,M.,RN,Rassemblement National,22339,"30,86","20,95",NON,3507,35,53,361,7ème circonscription,1,53,35
35007,2,BOURGEAUX,Jean-Luc,M.,DVD,Divers droite,50058,"69,14","46,94",OUI,3507,35,53,361,7ème circonscription,1,53,35
56001,3,MARTIN,Joseph,M.,RN,Rassemblement National,22792,"28,35","19,72",NON,5601,56,53,363,1ère circonscription,1,53,56
56001,7,LE HÉNANFF,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle),57609,"71,65","49,84",OUI,5601,56,53,363,1ère circonscription,1,53,56
56002,3,DE KERSAUSON,Florent,M.,RN,Rassemblement National,27541,"34,56","24,21",NON,5602,56,53,364,2ème circonscription,1,53,56
56002,4,PAHUN,Jimmy,M.,ENS,Ensemble ! (Majorité présidentielle),52138,"65,44","45,84",OUI,5602,56,53,364,2ème circonscription,1,53,56
56003,5,LE PEIH,Nicole,Mme,ENS,Ensemble ! (Majorité présidentielle),37776,"57,56","38,49",OUI,5603,56,53,365,3ème circonscription,1,53,56
56003,6,OLIVIERO,Antoine,M.,RN,Rassemblement National,27854,"42,44","28,38",NON,5603,56,53,365,3ème circonscription,1,53,56
56004,4,MOLAC,Paul,M.,REG,Régionaliste,51799,"65,12","45,58",OUI,5604,56,53,366,4ème circonscription,1,53,56
56004,5,LE CUILLIER,Katel,Mme,RN,Rassemblement National,27745,"34,88","24,41",NON,5604,56,53,366,4ème circonscription,1,53,56
56005,1,MÉTAYER,Lysiane,Mme,ENS,Ensemble ! (Majorité présidentielle),19117,"34,15","23,65",NON,5605,56,53,367,5ème circonscription,1,53,56
56005,2,GIRARD,Damien,M.,UG,Union de la gauche,21760,"38,88","26,92",OUI,5605,56,53,367,5ème circonscription,1,53,56
56005,4,LE GOFF,Aurélie,Mme,RN,Rassemblement National,15096,"26,97","18,68",NON,5605,56,53,367,5ème circonscription,1,53,56
56006,1,JACQUES,Jean-Michel,M.,ENS,Ensemble ! (Majorité présidentielle),37983,"59,98","40,48",OUI,5606,56,53,368,6ème circonscription,1,53,56
56006,5,GUIHOT-VIEIRA,Nathalie,Mme,RN,Rassemblement National,25346,"40,02","27,01",NON,5606,56,53,368,6ème circonscription,1,53,56
16001,1,MESNIER,Thomas,M.,HOR,Horizons,18406,"32,43","21,85",NON,1601,16,75,369,1ère circonscription,1,75,16
16001,4,PILATO,René,M.,UG,Union de la gauche,20288,"35,75","24,08",OUI,1601,16,75,369,1ère circonscription,1,75,16
16001,5,LATUS,Marion,Mme,RN,Rassemblement National,18061,"31,82","21,44",NON,1601,16,75,369,1ère circonscription,1,75,16
16002,1,MARTIN,Barthélemy,M.,UXD,Union de l'extrême droite,25653,"47,50","30,78",NON,1602,16,75,370,2ème circonscription,1,75,16
16002,7,MARSAUD,Sandra,Mme,ENS,Ensemble ! (Majorité présidentielle),28350,"52,50","34,02",OUI,1602,16,75,370,2ème circonscription,1,75,16
16003,1,LEBRAUD,Virginie,Mme,UG,Union de la gauche,27548,"47,78","30,38",NON,1603,16,75,371,3ème circonscription,1,75,16
16003,4,COLOMBIER,Caroline,Mme,RN,Rassemblement National,30110,"52,22","33,21",OUI,1603,16,75,371,3ème circonscription,1,75,16
17001,2,CHAUVEAU,Emma,Mme,RN,Rassemblement National,18396,"25,29","16,44",NON,1701,17,75,372,1ère circonscription,1,75,17
17001,8,FALORNI,Olivier,M.,DVG,Divers gauche,54353,"74,71","48,58",OUI,1701,17,75,372,1ère circonscription,1,75,17
17002,2,BERTHOLOM,Karen,Mme,RN,Rassemblement National,33155,"46,61","29,17",NON,1702,17,75,373,2ème circonscription,1,75,17
17002,3,BITEAU,Benoît,M.,UG,Union de la gauche,37985,"53,39","33,42",OUI,1702,17,75,373,2ème circonscription,1,75,17
17003,3,MORIN,Stéphane,M.,RN,Rassemblement National,26378,"49,94","31,50",NON,1703,17,75,374,3ème circonscription,1,75,17
17003,5,BARUSSEAU,Fabrice,M.,UG,Union de la gauche,26441,"50,06","31,58",OUI,1703,17,75,374,3ème circonscription,1,75,17
17004,1,GERARD,Raphaël,M.,ENS,Ensemble ! (Majorité présidentielle),30447,"49,26","32,20",NON,1704,17,75,375,4ème circonscription,1,75,17
17004,2,MARKOWSKY,Pascal,M.,RN,Rassemblement National,31356,"50,74","33,16",OUI,1704,17,75,375,4ème circonscription,1,75,17
17005,1,MONGELOUS,Aymeric,M.,RN,Rassemblement National,39259,"47,89","32,63",NON,1705,17,75,376,5ème circonscription,1,75,17
17005,2,PLASSARD,Christophe,M.,HOR,Horizons,42725,"52,11","35,51",OUI,1705,17,75,376,5ème circonscription,1,75,17
19001,2,DUBOIS,Francis,M.,LR,Les Républicains,16821,"25,21","18,33",NON,1901,19,75,377,1ère circonscription,1,75,19
19001,4,HOLLANDE,François,M.,UG,Union de la gauche,28751,"43,10","31,34",OUI,1901,19,75,377,1ère circonscription,1,75,19
19001,5,POUGET,Maïtey,Mme,RN,Rassemblement National,21141,"31,69","23,04",NON,1901,19,75,377,1ère circonscription,1,75,19
19002,1,ELOPHE,Valéry,M.,RN,Rassemblement National,24960,"40,06","26,76",NON,1902,19,75,378,2ème circonscription,1,75,19
19002,3,MEUNIER,Frédérique,Mme,LR,Les Républicains,37354,"59,94","40,05",OUI,1902,19,75,378,2ème circonscription,1,75,19
23001,3,SIMONET,Valérie,Mme,DVD,Divers droite,21757,"34,87","24,19",NON,2301,23,75,379,1ère circonscription,1,75,23
23001,5,LENOIR,Bartolomé,M.,UXD,Union de l'extrême droite,23513,"37,69","26,14",OUI,2301,23,75,379,1ère circonscription,1,75,23
23001,6,COUTURIER,Catherine,Mme,UG,Union de la gauche,17121,"27,44","19,03",NON,2301,23,75,379,1ère circonscription,1,75,23
24001,1,MARTIN,Pascale,Mme,UG,Union de la gauche,24089,"49,91","30,84",NON,2401,24,75,380,1ère circonscription,1,75,24
24001,4,LECHON,Nadine,Mme,RN,Rassemblement National,24180,"50,09","30,96",OUI,2401,24,75,380,1ère circonscription,1,75,24
24002,4,CATHUS,Christophe,M.,UG,Union de la gauche,26027,"47,95","30,88",NON,2402,24,75,381,2ème circonscription,1,75,24
24002,5,MULLER,Serge,M.,RN,Rassemblement National,28256,"52,05","33,52",OUI,2402,24,75,381,2ème circonscription,1,75,24
24003,2,DRUILLOLE,Christelle,Mme,UG,Union de la gauche,22514,"49,92","33,63",NON,2403,24,75,382,3ème circonscription,1,75,24
24003,3,JOUBERT,Florence,Mme,RN,Rassemblement National,22589,"50,08","33,74",OUI,2403,24,75,382,3ème circonscription,1,75,24
24004,3,PEYTAVIE,Sébastien,M.,UG,Union de la gauche,32750,"54,64","36,41",OUI,2404,24,75,383,4ème circonscription,1,75,24
24004,7,MARCHAUDON,Dominique-Louise,Mme,RN,Rassemblement National,27184,"45,36","30,22",NON,2404,24,75,383,4ème circonscription,1,75,24
33001,1,CAZENAVE,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle),31768,"43,20","30,00",OUI,3301,33,75,384,1ère circonscription,1,75,33
33001,4,PALUTEAU,Bruno,M.,RN,Rassemblement National,15336,"20,86","14,48",NON,3301,33,75,384,1ère circonscription,1,75,33
33001,5,PAPIN,Céline,Mme,UG,Union de la gauche,26425,"35,94","24,96",NON,3301,33,75,384,1ère circonscription,1,75,33
33002,4,THIERRY,Nicolas,M.,UG,Union de la gauche,27920,"59,01","37,65",OUI,3302,33,75,385,2ème circonscription,1,75,33
33002,6,JURAMY,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle),19391,"40,99","26,15",NON,3302,33,75,385,2ème circonscription,1,75,33
33003,3,ARY,Ariane,Mme,ENS,Ensemble ! (Majorité présidentielle),15905,"26,33","17,35",NON,3303,33,75,386,3ème circonscription,1,75,33
33003,5,BASTERES,Maryvonne,Mme,RN,Rassemblement National,11983,"19,84","13,07",NON,3303,33,75,386,3ème circonscription,1,75,33
33003,9,PRUD'HOMME,Loïc,M.,UG,Union de la gauche,32525,"53,84","35,48",OUI,3303,33,75,386,3ème circonscription,1,75,33
33004,3,DAVID,Alain,M.,UG,Union de la gauche,37141,"61,48","37,22",OUI,3304,33,75,387,4ème circonscription,1,75,33
33004,4,RECHAGNEUX,Julie,Mme,RN,Rassemblement National,23266,"38,52","23,32",NON,3304,33,75,387,4ème circonscription,1,75,33
33005,1,DE FOURNAS,Grégoire,M.,RN,Rassemblement National,39656,"49,37","32,22",NON,3305,33,75,388,5ème circonscription,1,75,33
33005,5,GOT,Pascale,Mme,UG,Union de la gauche,40665,"50,63","33,04",OUI,3305,33,75,388,5ème circonscription,1,75,33
33006,2,BOURLIEUX,Jimmy,M.,RN,Rassemblement National,21600,"27,64","19,81",NON,3306,33,75,389,6ème circonscription,1,75,33
33006,5,POULLIAT,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),25455,"32,58","23,35",NON,3306,33,75,389,6ème circonscription,1,75,33
33006,7,RECALDE,Marie,Mme,UG,Union de la gauche,31079,"39,78","28,50",OUI,3306,33,75,389,6ème circonscription,1,75,33
33007,1,NAVEYS--DUMAS,Clémence,Mme,RN,Rassemblement National,12644,"22,33","15,67",NON,3307,33,75,390,7ème circonscription,1,75,33
33007,3,SAINT-PASTEUR,Sébastien,M.,UG,Union de la gauche,24810,"43,82","30,75",OUI,3307,33,75,390,7ème circonscription,1,75,33
33007,4,COUILLARD,Bérangère,Mme,ENS,Ensemble ! (Majorité présidentielle),19164,"33,85","23,75",NON,3307,33,75,390,7ème circonscription,1,75,33
33008,5,LAMARA,Laurent,M.,RN,Rassemblement National,36137,"43,59","29,72",NON,3308,33,75,391,8ème circonscription,1,75,33
33008,6,PANONACLE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),46756,"56,41","38,46",OUI,3308,33,75,391,8ème circonscription,1,75,33
33009,1,METTE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),40190,"56,99","38,69",OUI,3309,33,75,392,9ème circonscription,1,75,33
33009,5,MARQUES,François-Xavier,M.,RN,Rassemblement National,30337,"43,01","29,20",NON,3309,33,75,392,9ème circonscription,1,75,33
33010,2,BOUDIÉ,Florent,M.,ENS,Ensemble ! (Majorité présidentielle),28960,"52,17","34,63",OUI,3310,33,75,393,10ème circonscription,1,75,33
33010,4,CHADOURNE,Sandrine,Mme,RN,Rassemblement National,26555,"47,83","31,76",NON,3310,33,75,393,10ème circonscription,1,75,33
33012,3,FELD,Mathilde,Mme,UG,Union de la gauche,28474,"50,41","31,94",OUI,3312,33,75,395,12ème circonscription,1,75,33
33012,4,BERTHONNEAU,Rémy,M.,RN,Rassemblement National,28014,"49,59","31,43",NON,3312,33,75,395,12ème circonscription,1,75,33
40001,3,FOSSEY,Véronique,Mme,RN,Rassemblement National,31768,"43,22","28,96",NON,4001,40,75,396,1ère circonscription,1,75,40
40001,4,DARRIEUSSECQ,Geneviève,Mme,ENS,Ensemble ! (Majorité présidentielle),41736,"56,78","38,05",OUI,4001,40,75,396,1ère circonscription,1,75,40
40002,1,BIESBROUCK,Ludovic,M.,RN,Rassemblement National,32167,"38,19","25,81",NON,4002,40,75,397,2ème circonscription,1,75,40
40002,5,CAUSSE,Lionel,M.,ENS,Ensemble ! (Majorité présidentielle),52064,"61,81","41,78",OUI,4002,40,75,397,2ème circonscription,1,75,40
40003,2,FRANCESCHINI,Sylvie,Mme,RN,Rassemblement National,29491,"43,35","29,48",NON,4003,40,75,398,3ème circonscription,1,75,40
40003,3,VALLAUD,Boris,M.,UG,Union de la gauche,38537,"56,65","38,52",OUI,4003,40,75,398,3ème circonscription,1,75,40
47001,4,DELBOSQ,Sébastien,M.,RN,Rassemblement National,28208,"47,68","31,85",NON,4701,47,75,399,1ère circonscription,1,75,47
47001,5,LAUZZANA,Michel,M.,ENS,Ensemble ! (Majorité présidentielle),30952,"52,32","34,95",OUI,4701,47,75,399,1ère circonscription,1,75,47
47002,1,COURREGELONGUE,Christophe,M.,UG,Union de la gauche,21103,"42,80","27,42",NON,4702,47,75,400,2ème circonscription,1,75,47
47002,3,LAPORTE,Hélène,Mme,RN,Rassemblement National,28203,"57,20","36,64",OUI,4702,47,75,400,2ème circonscription,1,75,47
47003,1,COUSIN,Annick,Mme,RN,Rassemblement National,23464,"45,87","30,96",NON,4703,47,75,401,3ème circonscription,1,75,47
