CodCirc2,NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,NbVoix,RapportExprimes,RapportInscrits,Elu,CodCirc,CodDept,CodeReg,index,LibCirElec,NbSap,CodReg,CodDpt,Elu2,Elu1
68001,6,KLINKERT,Brigitte,Mme,ENS,Ensemble ! (Majorité présidentielle),28399,"58,24","35,95",OUI,6801,68,44,302.0,1ère circonscription,1,44,68,OUI,
68002,2,OTT,Hubert,M.,ENS,Ensemble ! (Majorité présidentielle),34908,"57,82","37,74",OUI,6802,68,44,303.0,2ème circonscription,1,44,68,OUI,
68003,9,LEMAIRE,Didier,M.,ENS,Ensemble ! (Majorité présidentielle),29028,"51,92","33,22",OUI,6803,68,44,304.0,3ème circonscription,1,44,68,OUI,
68004,6,SCHELLENBERGER,Raphaël,M.,LR,Les Républicains,34309,"50,68","32,91",OUI,6804,68,44,305.0,4ème circonscription,1,44,68,OUI,
68005,6,BECHT,Olivier,M.,ENS,Ensemble ! (Majorité présidentielle),31766,"67,00","41,73",OUI,6805,68,44,306.0,5ème circonscription,1,44,68,OUI,
68006,1,FUCHS,Bruno,M.,ENS,Ensemble ! (Majorité présidentielle),32651,"55,25","34,76",OUI,6806,68,44,307.0,6ème circonscription,1,44,68,OUI,
69001,1,BELOUASSA-CHERIFI,Anaïs,Mme,UG,Union de la gauche,23970,"46,60","33,33",OUI,6901,69,84,507.0,1ère circonscription,1,84,69,OUI,
69002,6,TAVERNIER,Boris,M.,UG,Union de la gauche,30239,"58,58","40,52",OUI,6902,69,84,508.0,2ème circonscription,1,84,69,OUI,
69003,3,GARIN,Marie-Charlotte,Mme,UG,Union de la gauche,27736,"51,51","39,16",OUI,6903,69,84,,3ème circonscription,1,84,69,,OUI
69004,1,RUNEL,Sandrine,Mme,UG,Union de la gauche,24852,"42,48","31,50",OUI,6904,69,84,510.0,4ème circonscription,1,84,69,OUI,
69005,2,BROCARD,Blandine,Mme,ENS,Ensemble ! (Majorité présidentielle),30324,"45,66","33,46",OUI,6905,69,84,511.0,5ème circonscription,1,84,69,OUI,
69006,2,AMARD,Gabriel,M.,UG,Union de la gauche,25352,"50,57","27,55",OUI,6906,69,84,512.0,6ème circonscription,1,84,69,OUI,
69007,2,LAHMAR,Abdelkader,M.,UG,Union de la gauche,21966,"50,04","30,24",OUI,6907,69,84,513.0,7ème circonscription,1,84,69,OUI,
69008,1,GERY,Jonathan,M.,RN,Rassemblement National,29317,"37,90","27,66",OUI,6908,69,84,514.0,8ème circonscription,1,84,69,OUI,
69009,5,PORTIER,Alexandre,M.,LR,Les Républicains,40872,"60,37","41,64",OUI,6909,69,84,515.0,9ème circonscription,1,84,69,OUI,
69010,3,GASSILLOUD,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle),45099,"62,93","45,52",OUI,6910,69,84,516.0,10ème circonscription,1,84,69,OUI,
69011,6,FUGIT,Jean-Luc,M.,ENS,Ensemble ! (Majorité présidentielle),38214,"56,80","38,98",OUI,6911,69,84,517.0,11ème circonscription,1,84,69,OUI,
69012,4,ISAAC-SIBILLE,Cyrille,M.,ENS,Ensemble ! (Majorité présidentielle),23200,"38,79","28,03",OUI,6912,69,84,518.0,12ème circonscription,1,84,69,OUI,
69013,2,JONCOUR,Tiffany,Mme,RN,Rassemblement National,28871,"51,87","32,14",OUI,6913,69,84,519.0,13ème circonscription,1,84,69,OUI,
69014,1,BOUMERTIT,Idir,M.,UG,Union de la gauche,27268,"64,99","35,60",OUI,6914,69,84,520.0,14ème circonscription,1,84,69,OUI,
70001,4,VILLEDIEU,Antoine,M.,RN,Rassemblement National,32032,"53,52","36,26",OUI,7001,70,27,173.0,1ère circonscription,1,27,70,OUI,
70002,5,SALMON,Emeric,M.,RN,Rassemblement National,30315,"50,11","33,92",OUI,7002,70,27,,2ème circonscription,1,27,70,,OUI
71001,2,DIRX,Benjamin,M.,ENS,Ensemble ! (Majorité présidentielle),30146,"60,55","40,05",OUI,7101,71,27,175.0,1ère circonscription,1,27,71,OUI,
71002,5,CORNELOUP,Josiane,Mme,LR,Les Républicains,29978,"58,39","39,12",OUI,7102,71,27,176.0,2ème circonscription,1,27,71,OUI,
71003,7,DUTREMBLE,Aurélien,M.,RN,Rassemblement National,26523,"50,06","32,79",OUI,7103,71,27,177.0,3ème circonscription,1,27,71,OUI,
71004,4,MICHOUX,Eric,M.,UXD,Union de l'extrême droite,29272,"54,66","35,42",OUI,7104,71,27,178.0,4ème circonscription,1,27,71,OUI,
71005,2,SANVERT,Arnaud,M.,RN,Rassemblement National,22657,"40,57","26,35",OUI,7105,71,27,179.0,5ème circonscription,1,27,71,OUI,
72001,1,DELPECH,Julie,Mme,ENS,Ensemble ! (Majorité présidentielle),29050,"60,91","39,37",OUI,7201,72,52,332.0,1ère circonscription,1,52,72,OUI,
72002,5,KARAMANLI,Marietta,Mme,UG,Union de la gauche,28659,"57,31","34,21",OUI,7202,72,52,333.0,2ème circonscription,1,52,72,OUI,
72003,2,MARTINEAU,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),28391,"51,44","33,08",OUI,7203,72,52,334.0,3ème circonscription,1,52,72,OUI,
72004,6,LEBOUCHER,Elise,Mme,UG,Union de la gauche,24136,"50,23","29,63",OUI,7204,72,52,335.0,4ème circonscription,1,52,72,OUI,
72005,2,GRELIER,Jean-Carles,M.,ENS,Ensemble ! (Majorité présidentielle),32006,"57,04","36,37",OUI,7205,72,52,336.0,5ème circonscription,1,52,72,OUI,
73001,6,FERRARI,Marina,Mme,ENS,Ensemble ! (Majorité présidentielle),37644,"58,08","39,99",OUI,7301,73,84,521.0,1ère circonscription,1,84,73,OUI,
73002,1,ROLLAND,Vincent,M.,LR,Les Républicains,30016,"60,38","39,70",OUI,7302,73,84,522.0,2ème circonscription,1,84,73,OUI,
73003,3,BONNIVARD,Emilie,Mme,LR,Les Républicains,31430,"61,16","42,13",OUI,7303,73,84,523.0,3ème circonscription,1,84,73,OUI,
73004,2,COULOMME,Jean-François,M.,UG,Union de la gauche,29313,"59,02","36,81",OUI,7304,73,84,524.0,4ème circonscription,1,84,73,OUI,
74001,6,RIOTTON,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle),49164,"64,23","44,40",OUI,7401,74,84,525.0,1ère circonscription,1,84,74,OUI,
74002,6,ARMAND,Antoine,M.,ENS,Ensemble ! (Majorité présidentielle),47182,"68,83","46,39",OUI,7402,74,84,526.0,2ème circonscription,1,84,74,OUI,
74003,5,PETEX,Christelle,Mme,DVD,Divers droite,33738,"56,19","37,50",OUI,7403,74,84,527.0,3ème circonscription,1,84,74,OUI,
74004,7,DUBY-MULLER,Virginie,Mme,LR,Les Républicains,37452,"68,89","41,20",OUI,7404,74,84,528.0,4ème circonscription,1,84,74,OUI,
74005,1,VIOLLAND,Anne-Cécile,Mme,ENS,Ensemble ! (Majorité présidentielle),41609,"62,13","40,11",OUI,7405,74,84,529.0,5ème circonscription,1,84,74,OUI,
74006,1,ROSEREN,Xavier,M.,ENS,Ensemble ! (Majorité présidentielle),31509,"58,84","38,35",OUI,7406,74,84,530.0,6ème circonscription,1,84,74,OUI,
75001,6,MAILLARD,Sylvain,M.,ENS,Ensemble ! (Majorité présidentielle),35238,"63,64","41,79",OUI,7501,75,11,38.0,1ère circonscription,1,11,75,OUI,
75002,7,LAUSSUCQ,Jean,M.,ENS,Ensemble ! (Majorité présidentielle),28294,"56,50","37,94",OUI,7502,75,11,39.0,2ème circonscription,1,11,75,OUI,
75003,2,BALAGE EL MARIKY,Léa,Mme,UG,Union de la gauche,25914,"53,59","35,41",OUI,7503,75,11,40.0,3ème circonscription,1,11,75,OUI,
75004,1,PANOSYAN-BOUVET,Astrid,Mme,ENS,Ensemble ! (Majorité présidentielle),24023,"51,93","32,82",OUI,7504,75,11,41.0,4ème circonscription,1,11,75,OUI,
75005,11,AMIRSHAHI,Pouria,M.,UG,Union de la gauche,32152,"54,24","40,47",OUI,7505,75,11,,5ème circonscription,1,11,75,,OUI
75006,1,CHIKIROU,Sophia,Mme,UG,Union de la gauche,34329,"58,19","42,26",OUI,7506,75,11,,6ème circonscription,1,11,75,,OUI
75007,10,GREGOIRE,Emmanuel,M.,UG,Union de la gauche,30974,"50,87","38,54",OUI,7507,75,11,,7ème circonscription,1,11,75,,OUI
75008,3,SAS,Eva,Mme,UG,Union de la gauche,30923,"50,73","36,25",OUI,7508,75,11,,8ème circonscription,1,11,75,,OUI
75009,3,ROUSSEAU,Sandrine,Mme,UG,Union de la gauche,26020,"52,13","36,48",OUI,7509,75,11,,9ème circonscription,1,11,75,,OUI
75010,1,ARENAS,Rodrigo,M.,UG,Union de la gauche,25216,"50,66","35,82",OUI,7510,75,11,,10ème circonscription,1,11,75,,OUI
75011,4,HERVIEU,Céline,Mme,UG,Union de la gauche,25212,"50,58","34,60",OUI,7511,75,11,48.0,11ème circonscription,1,11,75,OUI,
75012,2,GREGOIRE,Olivia,Mme,ENS,Ensemble ! (Majorité présidentielle),31672,"65,20","41,94",OUI,7512,75,11,49.0,12ème circonscription,1,11,75,OUI,
75013,6,AMIEL,David,M.,ENS,Ensemble ! (Majorité présidentielle),27969,"55,76","35,97",OUI,7513,75,11,50.0,13ème circonscription,1,11,75,OUI,
75014,2,HADDAD,Benjamin,M.,ENS,Ensemble ! (Majorité présidentielle),34721,"72,33","45,44",OUI,7514,75,11,51.0,14ème circonscription,1,11,75,OUI,
75015,9,SIMONNET,Danielle,Mme,DVG,Divers gauche,28858,"74,19","36,25",OUI,7515,75,11,52.0,15ème circonscription,1,11,75,OUI,
75016,7,LEGRAIN,Sarah,Mme,UG,Union de la gauche,32422,"62,47","42,43",OUI,7516,75,11,,16ème circonscription,1,11,75,,OUI
75017,7,OBONO,Danièle,Mme,UG,Union de la gauche,26238,"64,23","41,56",OUI,7517,75,11,,17ème circonscription,1,11,75,,OUI
75018,2,CARON,Aymeric,M.,UG,Union de la gauche,26299,"50,38","37,40",OUI,7518,75,11,,18ème circonscription,1,11,75,,OUI
76001,6,HEROUIN-LÉAUTEY,Florence,Mme,UG,Union de la gauche,22790,"51,23","34,21",OUI,7601,76,28,203.0,1ère circonscription,1,28,76,OUI,
76002,5,VIDAL,Annie,Mme,ENS,Ensemble ! (Majorité présidentielle),39755,"59,92","41,51",OUI,7602,76,28,204.0,2ème circonscription,1,28,76,OUI,
76003,5,BÉNARD,Edouard,M.,UG,Union de la gauche,27329,"66,88","38,69",OUI,7603,76,28,205.0,3ème circonscription,1,28,76,OUI,
76004,3,DUFOUR,Alma,Mme,UG,Union de la gauche,26194,"52,51","30,38",OUI,7604,76,28,206.0,4ème circonscription,1,28,76,OUI,
76005,1,LESEUL,Gérard,M.,UG,Union de la gauche,31994,"51,69","33,71",OUI,7605,76,28,207.0,5ème circonscription,1,28,76,OUI,
76006,5,MARTIN,Patrice,M.,RN,Rassemblement National,36277,"51,21","33,20",OUI,7606,76,28,208.0,6ème circonscription,1,28,76,OUI,
76007,1,FIRMIN LE BODO,Agnès,Mme,HOR,Horizons,36050,"66,18","42,14",OUI,7607,76,28,209.0,7ème circonscription,1,28,76,OUI,
76008,5,LECOQ,Jean-Paul,M.,UG,Union de la gauche,23040,"63,08","35,73",OUI,7608,76,28,210.0,8ème circonscription,1,28,76,OUI,
76009,4,POUSSIER-WINSBACK,Marie-Agnès,Mme,HOR,Horizons,31548,"50,34","33,05",OUI,7609,76,28,211.0,9ème circonscription,1,28,76,OUI,
76010,4,LE BOURGEOIS,Robert,M.,RN,Rassemblement National,38603,"51,66","34,81",OUI,7610,76,28,212.0,10ème circonscription,1,28,76,OUI,
77001,3,SAINT-MARTIN,Arnaud,M.,UG,Union de la gauche,16957,"37,71","23,76",OUI,7701,77,11,56.0,1ère circonscription,1,11,77,OUI,
77002,7,VALLETOUX,Frédéric,M.,ENS,Ensemble ! (Majorité présidentielle),31470,"59,95","39,11",OUI,7702,77,11,57.0,2ème circonscription,1,11,77,OUI,
77003,4,THIERIOT,Jean-Louis,M.,LR,Les Républicains,28560,"58,51","36,65",OUI,7703,77,11,58.0,3ème circonscription,1,11,77,OUI,
77004,5,LIMONGI,Julien,M.,RN,Rassemblement National,29118,"51,70","32,82",OUI,7704,77,11,59.0,4ème circonscription,1,11,77,OUI,
77005,5,RIESTER,Franck,M.,ENS,Ensemble ! (Majorité présidentielle),30038,"54,40","33,44",OUI,7705,77,11,60.0,5ème circonscription,1,11,77,OUI,
77006,4,ROULLAUD,Béatrice,Mme,RN,Rassemblement National,24362,"52,50","29,38",OUI,7706,77,11,61.0,6ème circonscription,1,11,77,OUI,
77007,4,SOUDAIS,Ersilia,Mme,UG,Union de la gauche,27137,"53,00","30,40",OUI,7707,77,11,62.0,7ème circonscription,1,11,77,OUI,
77008,1,BONNET,Arnaud,M.,UG,Union de la gauche,24892,"39,28","25,47",OUI,7708,77,11,63.0,8ème circonscription,1,11,77,OUI,
77009,3,THIÉBAULT-MARTINEZ,Céline,Mme,UG,Union de la gauche,27726,"53,65","31,59",OUI,7709,77,11,64.0,9ème circonscription,1,11,77,OUI,
77010,1,LAISNEY,Maxime,M.,UG,Union de la gauche,32280,"69,06","38,88",OUI,7710,77,11,65.0,10ème circonscription,1,11,77,OUI,
77011,5,FAURE,Olivier,M.,UG,Union de la gauche,21643,"53,42","32,35",OUI,7711,77,11,,11ème circonscription,1,11,77,,OUI
78001,1,RODWELL,Charles,M.,ENS,Ensemble ! (Majorité présidentielle),27403,"46,90","32,54",OUI,7801,78,11,67.0,1ère circonscription,1,11,78,OUI,
78002,2,BARROT,Jean-Noël,M.,ENS,Ensemble ! (Majorité présidentielle),43607,"72,69","50,13",OUI,7802,78,11,68.0,2ème circonscription,1,11,78,OUI,
78003,1,PIRON,Béatrice,Mme,ENS,Ensemble ! (Majorité présidentielle),38824,"68,75","46,47",OUI,7803,78,11,69.0,3ème circonscription,1,11,78,OUI,
78004,1,LEBEC,Marie,Mme,ENS,Ensemble ! (Majorité présidentielle),28306,"50,67","35,00",OUI,7804,78,11,70.0,4ème circonscription,1,11,78,OUI,
78005,7,BRAUN-PIVET,Yaël,Mme,ENS,Ensemble ! (Majorité présidentielle),25400,"49,10","33,08",OUI,7805,78,11,71.0,5ème circonscription,1,11,78,OUI,
78006,8,POUZYREFF,Natalia,Mme,ENS,Ensemble ! (Majorité présidentielle),24322,"47,83","31,54",OUI,7806,78,11,72.0,6ème circonscription,1,11,78,OUI,
78007,7,ROUSSEAU,Aurélien,M.,UG,Union de la gauche,21043,"39,14","25,78",OUI,7807,78,11,73.0,7ème circonscription,1,11,78,OUI,
78008,7,LUCAS,Benjamin,M.,UG,Union de la gauche,27801,"63,55","36,89",OUI,7808,78,11,74.0,8ème circonscription,1,11,78,OUI,
78009,8,DIOP,Dieynaba,Mme,UG,Union de la gauche,31040,"53,97","32,97",OUI,7809,78,11,75.0,9ème circonscription,1,11,78,OUI,
78010,2,BERGÉ,Aurore,Mme,ENS,Ensemble ! (Majorité présidentielle),32048,"49,05","34,64",OUI,7810,78,11,76.0,10ème circonscription,1,11,78,OUI,
78011,6,MAZAURY,Laurent,M.,UDI,Union des Démocrates et Indépendants,22175,"50,16","31,39",OUI,7811,78,11,77.0,11ème circonscription,1,11,78,OUI,
78012,7,OLIVE,Karl,M.,ENS,Ensemble ! (Majorité présidentielle),22452,"45,07","31,03",OUI,7812,78,11,78.0,12ème circonscription,1,11,78,OUI,
79001,6,MARCHIVE,Bastien,M.,DVC,Divers centre,26655,"42,37","29,05",OUI,7901,79,75,408.0,1ère circonscription,1,75,79,OUI,
79002,1,BATHO,Delphine,Mme,ECO,Ecologistes,37808,"59,21","38,56",OUI,7902,79,75,409.0,2ème circonscription,1,75,79,OUI,
79003,3,FIÉVET,Jean-Marie,M.,ENS,Ensemble ! (Majorité présidentielle),31878,"58,07","37,36",OUI,7903,79,75,410.0,3ème circonscription,1,75,79,OUI,
80001,5,RUFFIN,François,M.,UG,Union de la gauche,27108,"52,96","32,62",OUI,8001,80,32,258.0,1ère circonscription,1,32,80,OUI,
80002,7,HAMDANE,Zahia,Mme,UG,Union de la gauche,18537,"35,77","23,97",OUI,8002,80,32,259.0,2ème circonscription,1,32,80,OUI,
80003,7,RENAULT,Matthias,M.,RN,Rassemblement National,29873,"54,06","36,42",OUI,8003,80,32,260.0,3ème circonscription,1,32,80,OUI,
80004,5,TANGUY,Jean-Philippe,M.,RN,Rassemblement National,31468,"57,48","36,98",OUI,8004,80,32,261.0,4ème circonscription,1,32,80,OUI,
80005,2,MENACHE,Yaël,Mme,RN,Rassemblement National,29281,"55,98","36,06",OUI,8005,80,32,,5ème circonscription,1,32,80,,OUI
81001,5,BONNECARRERE,Philippe,M.,DVC,Divers centre,32529,"56,23","38,11",OUI,8101,81,76,462.0,1ère circonscription,1,76,81,OUI,
81002,3,ERODI,Karen,Mme,UG,Union de la gauche,35446,"50,73","32,13",OUI,8102,81,76,463.0,2ème circonscription,1,76,81,OUI,
81003,4,TERLIER,Jean,M.,ENS,Ensemble ! (Majorité présidentielle),36127,"50,99","34,48",OUI,8103,81,76,464.0,3ème circonscription,1,76,81,OUI,
82001,1,BAREGES,Brigitte,Mme,UXD,Union de l'extrême droite,32394,"51,25","34,67",OUI,8201,82,76,465.0,1ère circonscription,1,76,82,OUI,
82002,4,HAMELET,Marine,Mme,RN,Rassemblement National,37015,"61,51","38,08",OUI,8202,82,76,466.0,2ème circonscription,1,76,82,OUI,
83001,3,CHENEVARD,Yannick,M.,ENS,Ensemble ! (Majorité présidentielle),23114,"52,85","32,50",OUI,8301,83,93,560.0,1ère circonscription,1,93,83,OUI,
83002,3,LAVALETTE,Laure,Mme,RN,Rassemblement National,30551,"50,81","32,91",OUI,8302,83,93,,2ème circonscription,1,93,83,,OUI
83003,2,RAMBAUD,Stéphane,M.,RN,Rassemblement National,35730,"53,11","34,59",OUI,8303,83,93,562.0,3ème circonscription,1,93,83,OUI,
83004,4,LOTTIAUX,Philippe,M.,RN,Rassemblement National,40631,"56,11","35,66",OUI,8304,83,93,,4ème circonscription,1,93,83,,OUI
83005,7,LECHANTEUX,Julie,Mme,RN,Rassemblement National,34496,"51,51","33,70",OUI,8305,83,93,,5ème circonscription,1,93,83,,OUI
83006,1,GILETTI,Frank,M.,RN,Rassemblement National,45882,"53,51","35,61",OUI,8306,83,93,,6ème circonscription,1,93,83,,OUI
83007,5,BOCCALETTI,Frédéric,M.,RN,Rassemblement National,36043,"55,81","34,73",OUI,8307,83,93,566.0,7ème circonscription,1,93,83,OUI,
83008,4,SCHRECK,Philippe,M.,RN,Rassemblement National,38433,"53,55","34,89",OUI,8308,83,93,,8ème circonscription,1,93,83,,OUI
84001,8,ARNAULT,Raphaël,M.,UG,Union de la gauche,22883,"54,98","30,91",OUI,8401,84,93,568.0,1ère circonscription,1,93,84,OUI,
84002,6,AUZANOT,Bénédicte,Mme,RN,Rassemblement National,31162,"56,92","36,03",OUI,8402,84,93,569.0,2ème circonscription,1,93,84,OUI,
84003,6,DE LÉPINAU,Hervé,M.,RN,Rassemblement National,28153,"53,51","35,50",OUI,8403,84,93,,3ème circonscription,1,93,84,,OUI
84004,3,LORHO,Marie-France,Mme,RN,Rassemblement National,35853,"65,43","39,55",OUI,8404,84,93,571.0,4ème circonscription,1,93,84,OUI,
84005,1,RIMBERT,Catherine,Mme,RN,Rassemblement National,29667,"55,39","34,92",OUI,8405,84,93,572.0,5ème circonscription,1,93,84,OUI,
85001,4,LATOMBE,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),48477,"60,90","40,14",OUI,8501,85,52,337.0,1ère circonscription,1,52,85,OUI,
85002,4,BELLAMY,Béatrice,Mme,ENS,Ensemble ! (Majorité présidentielle),46240,"60,23","40,53",OUI,8502,85,52,338.0,2ème circonscription,1,52,85,OUI,
85003,6,BUCHOU,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),52496,"56,43","38,35",OUI,8503,85,52,339.0,3ème circonscription,1,52,85,OUI,
85004,4,BESSE,Véronique,Mme,DVD,Divers droite,31068,"43,36","29,67",OUI,8504,85,52,340.0,4ème circonscription,1,52,85,OUI,
85005,4,HENRIET,Pierre,M.,ENS,Ensemble ! (Majorité présidentielle),32085,"57,49","38,20",OUI,8505,85,52,341.0,5ème circonscription,1,52,85,OUI,
86001,5,BELLUCO,Lisa,Mme,UG,Union de la gauche,22660,"40,64","27,95",OUI,8601,86,75,411.0,1ère circonscription,1,75,86,OUI,
86002,6,HOULIÉ,Sacha,M.,ENS,Ensemble ! (Majorité présidentielle),23895,"41,90","29,79",OUI,8602,86,75,412.0,2ème circonscription,1,75,86,OUI,
86003,1,LECAMP,Pascal,M.,ENS,Ensemble ! (Majorité présidentielle),26100,"54,41","36,03",OUI,8603,86,75,413.0,3ème circonscription,1,75,86,OUI,
86004,5,TURQUOIS,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle),25152,"53,95","34,13",OUI,8604,86,75,414.0,4ème circonscription,1,75,86,OUI,
87001,2,MAUDET,Damien,M.,UG,Union de la gauche,24713,"42,20","29,43",OUI,8701,87,75,415.0,1ère circonscription,1,75,87,OUI,
87002,1,DELAUTRETTE,Stéphane,M.,UG,Union de la gauche,36679,"56,06","37,29",OUI,8702,87,75,416.0,2ème circonscription,1,75,87,OUI,
87003,4,MEUNIER,Manon,Mme,UG,Union de la gauche,23095,"40,76","28,37",OUI,8703,87,75,417.0,3ème circonscription,1,75,87,OUI,
88001,3,VIRY,Stéphane,M.,DVD,Divers droite,29264,"58,73","38,51",OUI,8801,88,44,308.0,1ère circonscription,1,44,88,OUI,
88002,1,DUSSAUSAYE,Gaëtan,M.,RN,Rassemblement National,25048,"52,77","34,83",OUI,8802,88,44,309.0,2ème circonscription,1,44,88,OUI,
88003,2,NAEGELEN,Christophe,M.,DVD,Divers droite,27341,"64,67","43,15",OUI,8803,88,44,310.0,3ème circonscription,1,44,88,OUI,
88004,6,HUMBERT,Sébastien,M.,RN,Rassemblement National,22797,"53,18","35,55",OUI,8804,88,44,311.0,4ème circonscription,1,44,88,OUI,
89001,6,GRENON,Daniel,M.,RN,Rassemblement National,23736,"51,38","31,66",OUI,8901,89,27,180.0,1ère circonscription,1,27,89,OUI,
89002,1,ROY,Sophie-Laurence,Mme,UXD,Union de l'extrême droite,23736,"50,42","32,85",OUI,8902,89,27,181.0,2ème circonscription,1,27,89,OUI,
89003,3,ODOUL,Julien,M.,RN,Rassemblement National,28735,"50,44","32,03",OUI,8903,89,27,,3ème circonscription,1,27,89,,OUI
90001,3,BOUCARD,Ian,M.,LR,Les Républicains,17512,"55,38","36,82",OUI,9001,90,27,183.0,1ère circonscription,1,27,90,OUI,
90002,6,BIGOT,Guillaume,M.,RN,Rassemblement National,14546,"50,59","31,33",OUI,9002,90,27,184.0,2ème circonscription,1,27,90,OUI,
91001,4,AMRANI,Farida,Mme,UG,Union de la gauche,21311,"50,97","30,51",OUI,9101,91,11,79.0,1ère circonscription,1,11,91,OUI,
91002,6,DA CONCEICAO CARVALHO,Nathalie,Mme,RN,Rassemblement National,28897,"52,46","31,08",OUI,9102,91,11,80.0,2ème circonscription,1,11,91,OUI,
91003,7,GUSTAVE,Steevy,M.,UG,Union de la gauche,35363,"56,71","35,67",OUI,9103,91,11,81.0,3ème circonscription,1,11,91,OUI,
91004,3,RIXAIN,Marie-Pierre,Mme,ENS,Ensemble ! (Majorité présidentielle),42391,"64,56","42,55",OUI,9104,91,11,82.0,4ème circonscription,1,11,91,OUI,
91005,8,MIDY,Paul,M.,ENS,Ensemble ! (Majorité présidentielle),23248,"51,74","33,83",OUI,9105,91,11,83.0,5ème circonscription,1,11,91,OUI,
91006,1,GUEDJ,Jérôme,M.,UG,Union de la gauche,38991,"74,26","46,78",OUI,9106,91,11,84.0,6ème circonscription,1,11,91,OUI,
91007,6,LEJEUNE,Claire,Mme,UG,Union de la gauche,20780,"44,31","28,01",OUI,9107,91,11,85.0,7ème circonscription,1,11,91,OUI,
91008,5,CERNON,Bérenger,M.,UG,Union de la gauche,20185,"40,52","26,36",OUI,9108,91,11,86.0,8ème circonscription,1,11,91,OUI,
91009,5,OZENNE,Julie,Mme,UG,Union de la gauche,29460,"62,00","36,91",OUI,9109,91,11,87.0,9ème circonscription,1,11,91,OUI,
91010,2,LÉAUMENT,Antoine,M.,UG,Union de la gauche,22551,"65,16","35,88",OUI,9110,91,11,88.0,10ème circonscription,1,11,91,OUI,
92001,6,FAUCILLON,Elsa,Mme,UG,Union de la gauche,26225,"64,83","38,73",OUI,9201,92,11,,1ère circonscription,1,11,92,,OUI
92002,8,LAM,Thomas,M.,LR,Les Républicains,27036,"54,84","37,70",OUI,9202,92,11,90.0,2ème circonscription,1,11,92,OUI,
92003,4,JUVIN,Philippe,M.,LR,Les Républicains,31109,"52,09","37,44",OUI,9203,92,11,,3ème circonscription,1,11,92,,OUI
92004,3,SEBAIHI,Sabrina,Mme,UG,Union de la gauche,28034,"57,99","34,57",OUI,9204,92,11,92.0,4ème circonscription,1,11,92,OUI,
92005,4,CALVEZ,Céline,Mme,ENS,Ensemble ! (Majorité présidentielle),27642,"56,05","35,66",OUI,9205,92,11,93.0,5ème circonscription,1,11,92,OUI,
92006,2,LE GRIP,Constance,Mme,ENS,Ensemble ! (Majorité présidentielle),22960,"45,02","30,03",OUI,9206,92,11,94.0,6ème circonscription,1,11,92,OUI,
92007,3,CAZENEUVE,Pierre,M.,ENS,Ensemble ! (Majorité présidentielle),34053,"53,20","38,55",OUI,9207,92,11,,7ème circonscription,1,11,92,,OUI
92008,2,THEVENOT,Prisca,Mme,ENS,Ensemble ! (Majorité présidentielle),27453,"62,44","40,24",OUI,9208,92,11,96.0,8ème circonscription,1,11,92,OUI,
92009,4,SÉJOURNÉ,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),27978,"72,63","44,08",OUI,9209,92,11,97.0,9ème circonscription,1,11,92,OUI,
92010,7,ATTAL,Gabriel,M.,ENS,Ensemble ! (Majorité présidentielle),29924,"58,23","37,28",OUI,9210,92,11,98.0,10ème circonscription,1,11,92,OUI,
92011,5,SAINTOUL,Aurélien,M.,UG,Union de la gauche,25031,"50,14","34,93",OUI,9211,92,11,,11ème circonscription,1,11,92,,OUI
92012,6,BERGER,Jean-Didier,M.,LR,Les Républicains,34455,"54,31","36,72",OUI,9212,92,11,100.0,12ème circonscription,1,11,92,OUI,
92013,4,BREGEON,Maud,Mme,ENS,Ensemble ! (Majorité présidentielle),33310,"56,12","37,28",OUI,9213,92,11,101.0,13ème circonscription,1,11,92,OUI,
93001,7,COQUEREL,Éric,M.,UG,Union de la gauche,27298,"65,28","39,04",OUI,9301,93,11,,1ère circonscription,1,11,93,,OUI
93002,6,PEU,Stéphane,M.,UG,Union de la gauche,22055,"71,80","38,77",OUI,9302,93,11,,2ème circonscription,1,11,93,,OUI
93003,2,PORTES,Thomas,M.,UG,Union de la gauche,30688,"69,71","39,60",OUI,9303,93,11,104.0,3ème circonscription,1,11,93,OUI,
93004,2,BOUROUAHA,Soumya,Mme,UG,Union de la gauche,19486,"69,98","28,88",OUI,9304,93,11,105.0,4ème circonscription,1,11,93,OUI,
93005,5,DIOUARA,Aly,M.,UG,Union de la gauche,20511,"60,55","31,11",OUI,9305,93,11,106.0,5ème circonscription,1,11,93,OUI,
93006,3,LACHAUD,Bastien,M.,UG,Union de la gauche,25777,"71,68","42,38",OUI,9306,93,11,,6ème circonscription,1,11,93,,OUI
93007,2,CORBIÈRE,Alexis,M.,DVG,Divers gauche,25033,"57,16","29,98",OUI,9307,93,11,108.0,7ème circonscription,1,11,93,OUI,
93008,8,KELOUA HACHI,Fatiha,Mme,UG,Union de la gauche,24476,"68,41","39,02",OUI,9308,93,11,109.0,8ème circonscription,1,11,93,OUI,
