NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,CodCirc,CodDept,CodeReg,CodCirc2
6,PINEAU,Gaëlle,Mme,RN,Rassemblement National,4404,44,52,44004
7,LAERNOES,Julie,Mme,UG,Union de la gauche,4404,44,52,44004
1,ROUSSEL,Fabrice,M.,UG,Union de la gauche,4405,44,52,44005
3,EL HAÏRY,Sarah,Mme,ENS,Ensemble ! (Majorité présidentielle),4405,44,52,44005
4,COMBY,Bruno,M.,UXD,Union de l'extrême droite,4405,44,52,44005
2,PICHON,Julio,M.,RN,Rassemblement National,4406,44,52,44006
3,HUNAULT,Alain,M.,DVD,Divers droite,4406,44,52,44006
5,RAUX,Jean-Claude,M.,UG,Union de la gauche,4406,44,52,44006
3,JOSSO,Sandrine,Mme,ENS,Ensemble ! (Majorité présidentielle),4407,44,52,44007
6,HUNAULT,Michel,M.,UXD,Union de l'extrême droite,4407,44,52,44007
4,BOUCHET,Gauthier,M.,RN,Rassemblement National,4408,44,52,44008
6,TAVEL,Matthias,M.,UG,Union de la gauche,4408,44,52,44008
3,BRARD,Jean-Michel,M.,DVD,Divers droite,4409,44,52,44009
7,MALDINEY,Bastian,M.,RN,Rassemblement National,4409,44,52,44009
1,COTREL,Stéphanie,Mme,RN,Rassemblement National,4410,44,52,44010
2,VIANCIN,Maxime,M.,UG,Union de la gauche,4410,44,52,44010
4,ERRANTE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),4410,44,52,44010
1,GERNIGON,François,M.,ENS,Ensemble ! (Majorité présidentielle),4901,49,52,49001
4,RICHARD,Elsa,Mme,UG,Union de la gauche,4901,49,52,49001
6,LOUVIGNE,Hugo,M.,RN,Rassemblement National,4901,49,52,49001
4,METAYER,Léo,M.,UG,Union de la gauche,4902,49,52,49002
5,DUPONT,Stella,Mme,ENS,Ensemble ! (Majorité présidentielle),4902,49,52,49002
6,BRISSEAU,Thomas,M.,RN,Rassemblement National,4902,49,52,49002
2,BLIN,Anne-Laure,Mme,LR,Les Républicains,4903,49,52,49003
5,BOURGEAULT,Edouard,M.,RN,Rassemblement National,4903,49,52,49003
5,SAINT-PAUL,Laëtitia,Mme,ENS,Ensemble ! (Majorité présidentielle),4904,49,52,49004
7,LAHONDÈS,Aurore,Mme,RN,Rassemblement National,4904,49,52,49004
1,BOURDOULEIX,Gilles,M.,UXD,Union de l'extrême droite,4905,49,52,49005
3,MASSEGLIA,Denis,M.,ENS,Ensemble ! (Majorité présidentielle),4905,49,52,49005
6,MOREAU,France,Mme,UG,Union de la gauche,4905,49,52,49005
3,PAVAGEAU,Tim,M.,RN,Rassemblement National,4906,49,52,49006
5,DUBRE CHIRAT,Nicole,Mme,ENS,Ensemble ! (Majorité présidentielle),4906,49,52,49006
2,LASCAUD,Clémence,Mme,RN,Rassemblement National,4907,49,52,49007
5,BOLO,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle),4907,49,52,49007
7,JOUANNEAU,Guillaume,M.,UG,Union de la gauche,4907,49,52,49007
1,GAROT,Guillaume,M.,UG,Union de la gauche,5301,53,52,53001
2,VEYRE DE SORAS,Paule,Mme,RN,Rassemblement National,5301,53,52,53001
