Nom,Prenom,Civilite,LibNua,NumDepCand,Voix,RapVoixExp,CodCirc,NbVoix,RapportExprimes
FAUDIN,LAURE,Mme,Divers,309,           0,"   0,00",01308,0,0.0
MELIN,JOELLE,Mme,Front national,2,       9 940,"  18,97",01309,9940,18.97
ROUBAUD,J.DOMINIQUE,M.,Mouvement national républicain,5,         626,"   1,19",01309,626,1.19
FABRIGOULE,MICHEL,M.,Autre écologiste,43,         503,"   0,96",01309,503,0.96
SERENO,PATRICK,M.,Autre écologiste,88,         237,"   0,45",01309,237,0.45
DEFLESSELLES,BERNARD,M.,Union pour la majorité présidentielle,92,      21 199,"  40,45",01309,21199,40.45
ALACID,MURIEL,Mme,Divers,100,         423,"   0,81",01309,423,0.81
BOYER ,CHRISTOPHE,M.,Autre écologiste,115,         242,"   0,46",01309,242,0.46
MESSEMANNE,J.PIERRE,M.,Lutte ouvrière,117,         358,"   0,68",01309,358,0.68
CAREGHI,JOSEPH,M.,Rassemblement pour la France,164,         371,"   0,71",01309,371,0.71
REYNAUD,JEAN,M.,Autre écologiste,173,         254,"   0,48",01309,254,0.48
CRESTA,JACQUELINE,Mme,Autre écologiste,189,         168,"   0,32",01309,168,0.32
VIALLE,MIREILLE,Mme,Chasse-Pêche-Nature et Traditions,193,         426,"   0,81",01309,426,0.81
SANNA,ROSY,Mme,Communiste,241,       8 718,"  16,63",01309,8718,16.63
BARATIER,PHILIPPE,M.,Divers,255,         215,"   0,41",01309,215,0.41
SAINT JEAN,HENRI,M.,Ligue communiste révolutionnaire,257,         419,"   0,80",01309,419,0.8
SUSINI,GUY,M.,Pôle républicain,267,         419,"   0,80",01309,419,0.8
RAYNARD,PASCAL,M.,Divers,282,         118,"   0,23",01309,118,0.23
FAUDIN,JACQUES,M.,Divers,305,          27,"   0,05",01309,27,0.05
HARKANE,STEPHANIE,Mme,Socialiste,306,       7 749,"  14,78",01309,7749,14.78
BARILLER,DAMIEN,M.,Mouvement national républicain,19,       2 656,"   3,67",01310,2656,3.67
GONZALEZ,JOSE,M.,Front national,36,      13 257,"  18,30",01310,13257,18.3
MOULIN,CHRISTIANE,Mme,Autre écologiste,64,         763,"   1,05",01310,763,1.05
MALLIE,RICHARD,M.,Union pour la majorité présidentielle,75,      18 407,"  25,41",01310,18407,25.41
MEI,ROGER,M.,Communiste,77,      15 170,"  20,94",01310,15170,20.94
BARUC,PAUL,M.,Autre écologiste,118,         253,"   0,35",01310,253,0.35
POVINELLI,ROLAND,M.,Socialiste,122,      12 885,"  17,78",01310,12885,17.78
BENEDETTI,MIREILLE,Mme,Union pour la démocratie française,153,       2 732,"   3,77",01310,2732,3.77
PIGACE MUDRY,CHRISTIANE,Mme,Chasse-Pêche-Nature et Traditions,156,         924,"   1,28",01310,924,1.28
RODINSON,CLAUDINE,Mme,Lutte ouvrière,169,         333,"   0,46",01310,333,0.46
BARNIER,CHRISTOPHE,M.,Ligue communiste révolutionnaire,179,         555,"   0,77",01310,555,0.77
KOPEC,DANIELE,Mme,Divers,221,         676,"   0,93",01310,676,0.93
ALIAS,JOEL,M.,Divers gauche,225,         236,"   0,33",01310,236,0.33
MARZO,MARCEL,M.,Autre écologiste,227,         407,"   0,56",01310,407,0.56
LANCE,A.MARIE,Mme,Autre écologiste,250,         334,"   0,46",01310,334,0.46
FERRON DU CHESNE DE,BERENGERE,Mme,Divers droite,274,           0,"   0,00",01310,0,0.0
AILLAUD,MARINA,Mme,Les Verts,276,           0,"   0,00",01310,0,0.0
BOUTON SUBTIL,JEANNE,Mme,Divers,287,          55,"   0,08",01310,55,0.08
GUERICOLAS,JOAN,M.,Extrême gauche,294,           0,"   0,00",01310,0,0.0
MISME,JEAN,M.,Pôle républicain,301,           0,"   0,00",01310,0,0.0
FABRE AUBRESPY,HERVE,M.,Rassemblement pour la France,303,       2 806,"   3,87",01310,2806,3.87
CHAZERANS,PIERRE,M.,Mouvement pour la France,20,         619,"   1,09",01311,619,1.09
ADAM,PHILIPPE,M.,Mouvement national républicain,25,       4 507,"   7,97",01311,4507,7.97
CENSE,JEANNE,Mme,Divers droite,53,       1 574,"   2,78",01311,1574,2.78
LANFRANCHI,M.PAULE,Mme,Front national,54,       6 647,"  11,75",01311,6647,11.75
PIEVE,PIERRE,M.,Autre écologiste,76,         414,"   0,73",01311,414,0.73
ANDREONI,SERGE,M.,Divers gauche,91,      14 508,"  25,64",01311,14508,25.64
VIDAL,FRANCK,M.,Divers,98,         613,"   1,08",01311,613,1.08
BOYER ,ANTOINETTE,Mme,Autre écologiste,106,         397,"   0,70",01311,397,0.7
KERT,CHRISTIAN,M.,Union pour la majorité présidentielle,132,      20 123,"  35,56",01311,20123,35.56
LECONTE,NATHALIE,Mme,Communiste,136,       1 612,"   2,85",01311,1612,2.85
TOMMASINO,MURIEL,Mme,Autre écologiste,141,         517,"   0,91",01311,517,0.91
ESPAZE,BRIGITTE,Mme,Lutte ouvrière,160,         354,"   0,63",01311,354,0.63
LUNEL,JOEL,M.,Autre écologiste,171,         276,"   0,49",01311,276,0.49
FRANCOIS,T.ANNIE,Mme,Chasse-Pêche-Nature et Traditions,174,         644,"   1,14",01311,644,1.14
LEVINE,MICHAEL,M.,Divers,213,           6,"   0,01",01311,6,0.01
CODOL,M.LINE,Mme,Ligue communiste révolutionnaire,224,         809,"   1,43",01311,809,1.43
FOUIN,MANUEL,M.,Divers,254,         148,"   0,26",01311,148,0.26
TABET,OUIZA,Mme,Divers,265,          88,"   0,16",01311,88,0.16
BEHRENS,ECKHARD,M.,Divers,271,         150,"   0,27",01311,150,0.27
SEGANTINI,J.MICHEL,M.,Divers droite,284,       1 196,"   2,11",01311,1196,2.11
LIBERMAN,HERVE,M.,Divers droite,290,       1 302,"   2,30",01311,1302,2.3
FORESTIER,ALAIN,M.,Pôle républicain,307,           0,"   0,00",01311,0,0.0
DELHOUM,DJAMEL,M.,Divers,308,          81,"   0,14",01311,81,0.14
MEGRET,BRUNO,M.,Mouvement national républicain,28,      11 412,"  18,58",01312,11412,18.58
BOURGE,CLAUDE,M.,Front national,38,       8 139,"  13,25",01312,8139,13.25
BICHEL,DANIEL,M.,Autre écologiste,42,         838,"   1,36",01312,838,1.36
MERABTI,SAID,M.,Divers gauche,57,         726,"   1,18",01312,726,1.18
BURRONI,VINCENT,M.,Socialiste,70,      17 455,"  28,42",01312,17455,28.42
COSTA ,SIMON,M.,Extrême gauche,86,         123,"   0,20",01312,123,0.2
LECAT,CHRISTIAN,M.,Lutte ouvrière,90,         623,"   1,01",01312,623,1.01
PEREZ,J.MARIE,M.,Divers,97,         559,"   0,91",01312,559,0.91
ETHEVE,DORISSE,Mme,Autre écologiste,116,         454,"   0,74",01312,454,0.74
LOPEZ,XAVIER,M.,Autre écologiste,127,         265,"   0,43",01312,265,0.43
SABATIER,J.MARIE,M.,Autre écologiste,146,         315,"   0,51",01312,315,0.51
HERRERO,MICHEL,M.,Chasse-Pêche-Nature et Traditions,163,         838,"   1,36",01312,838,1.36
AGARRAT,RENE,M.,Ligue communiste révolutionnaire,192,       1 055,"   1,72",01312,1055,1.72
DIARD,ERIC,M.,Union pour la majorité présidentielle,196,      15 882,"  25,86",01312,15882,25.86
JACOB,J.PIERRE,M.,Divers droite,235,         873,"   1,42",01312,873,1.42
TRON,JACQUES,M.,Divers droite,252,         611,"   0,99",01312,611,0.99
PIERREFEU DE,ODILE,Mme,Divers,279,          60,"   0,10",01312,60,0.1
SEJOURNE,CLAUDINE,Mme,Divers droite,281,       1 180,"   1,92",01312,1180,1.92
SISSAMIS,CHRISTIANE,Mme,Mouvement national républicain,22,         836,"   1,61",01313,836,1.61
CAROZ,CHRISTIAN,M.,Les Verts,33,       2 084,"   4,02",01313,2084,4.02
DEMEURANT,GERARD,M.,Mouvement pour la France,41,         292,"   0,56",01313,292,0.56
RODRIGUEZ,JOSE,M.,Front national,61,       9 799,"  18,89",01313,9799,18.89
LAUMONIER ,DOMINIQUE,M.,Autre écologiste,65,         815,"   1,57",01313,815,1.57
VAXES,MICHEL,M.,Communiste,73,      19 309,"  37,22",01313,19309,37.22
FRUCTUS,ARLETTE,Mme,Union pour la majorité présidentielle,94,      10 401,"  20,05",01313,10401,20.05
CASTAGNA,CHRISTEL,Mme,Divers,102,         512,"   0,99",01313,512,0.99
BAS,LILIANE,Mme,Lutte ouvrière,119,         564,"   1,09",01313,564,1.09
ICARD,SANDRA,Mme,Autre écologiste,126,         504,"   0,97",01313,504,0.97
GALLO,CATHERINE,Mme,Autre écologiste,236,         199,"   0,38",01313,199,0.38
PINARD,THIERRY,M.,Chasse-Pêche-Nature et Traditions,237,         878,"   1,69",01313,878,1.69
JOHSUA,EMMANUELLE,Mme,Ligue communiste révolutionnaire,238,         711,"   1,37",01313,711,1.37
WILFERT,FABRICE,M.,Pôle républicain,239,         610,"   1,18",01313,610,1.18
DENOOR,ISABELLE,Mme,Autre écologiste,245,         243,"   0,47",01313,243,0.47
CHARALAMBOS,J.PIERRE,M.,Divers droite,283,         512,"   0,99",01313,512,0.99
LUCIANI,J.PIERRE,M.,Union pour la démocratie française,298,       2 749,"   5,30",01313,2749,5.3
FAYOLLE,JEAN,M.,Divers,304,         860,"   1,66",01313,860,1.66
RUMANI ELBEZ,DANIELLE,Mme,Radical de gauche,8,      14 542,"  24,44",01314,14542,24.44
AUTRIC,VINCENT,M.,Mouvement national républicain,11,       1 195,"   2,01",01314,1195,2.01
JOISSAINS MASINI,MARYSE,Mme,Union pour la majorité présidentielle,35,      20 882,"  35,09",01314,20882,35.09
BEYER,GERARD,M.,Front national,37,       7 629,"  12,82",01314,7629,12.82
PICARD,M.CHANTAL,Mme,Mouvement pour la France,46,         365,"   0,61",01314,365,0.61
RAIMOND,J.BERNARD,M.,Union pour la démocratie française,62,       5 496,"   9,24",01314,5496,9.24
DELEMOTTE,BERNARD,M.,Autre écologiste,69,         546,"   0,92",01314,546,0.92
FLEM LE,ALAIN,M.,Extrême gauche,74,         124,"   0,21",01314,124,0.21
BRUNEL,J.LOUIS,M.,Communiste,78,       1 687,"   2,83",01314,1687,2.83
GUERRERA,HERVE,M.,Régionaliste,96,         254,"   0,43",01314,254,0.43
VIDAL DAUMAS,ALINE,Mme,Chasse-Pêche-Nature et Traditions,103,         786,"   1,32",01314,786,1.32
KLECH,KHALED,M.,Divers gauche,108,         350,"   0,59",01314,350,0.59
VENTRON,AMAPOLA,Mme,Autre écologiste,113,         150,"   0,25",01314,150,0.25
GAROFALO,LUDOVIC,M.,Autre écologiste,133,         306,"   0,51",01314,306,0.51
DELAFON,YVES,M.,Divers,137,         525,"   0,88",01314,525,0.88
LAGRANGE,NOELLE,Mme,Lutte ouvrière,149,         315,"   0,53",01314,315,0.53
MENIN,J.PIERRE,M.,Divers,151,         139,"   0,23",01314,139,0.23
PAYET,M.NICOLE,Mme,Les Verts,183,       1 723,"   2,90",01314,1723,2.9
JEAN,REMY,M.,Ligue communiste révolutionnaire,187,         906,"   1,52",01314,906,1.52
SAINT FERREOL DE ,M. JOSE,Mme,Pôle républicain,210,         789,"   1,33",01314,789,1.33
ELIAS,MAGALI,Mme,Autre écologiste,211,         469,"   0,79",01314,469,0.79
MARTORANA,OLIVIER,M.,Autre écologiste,251,         183,"   0,31",01314,183,0.31
MURE RAVAUD,J.MARIE,M.,Divers gauche,277,          88,"   0,15",01314,88,0.15
CARLIER,M.FRANCE,Mme,Divers,286,          60,"   0,10",01314,60,0.1
PRIEUR,AUDE,Mme,Autre écologiste,15,         256,"   0,44",01315,256,0.44
SEYMARD,M.ANTOINE,M.,Mouvement national républicain,39,       1 356,"   2,32",01315,1356,2.32
VACHET,LEON,M.,Union pour la majorité présidentielle,47,      18 948,"  32,38",01315,18948,32.38
PICARDA,YVES,M.,Mouvement pour la France,87,       2 535,"   4,33",01315,2535,4.33
CHERUBINI,HERVE,M.,Socialiste,95,      12 894,"  22,04",01315,12894,22.04
NAUD,JEANNE,Mme,Front national,107,      10 880,"  18,59",01315,10880,18.59
TOURRENC,PASCALE,Mme,Régionaliste,159,         182,"   0,31",01315,182,0.31
BRES,MAURICE,M.,Divers droite,181,       2 763,"   4,72",01315,2763,4.72
GIRARD,NICOLE,Mme,Rassemblement pour la France,182,         588,"   1,00",01315,588,1.0
DAILLAN,M.PIERRE,Mme,Chasse-Pêche-Nature et Traditions,184,       1 563,"   2,67",01315,1563,2.67
SANMARTIN,PHILIPPE,M.,Divers,205,          57,"   0,10",01315,57,0.1
GUEZOU,ERIC,M.,Divers,208,           1,"   0,00",01315,1,0.0
BOUDJEMAA,DIDIER,M.,Autre écologiste,212,         530,"   0,91",01315,530,0.91
RISSO,FREDERIC,M.,Divers,220,         823,"   1,41",01315,823,1.41
DUGIER,HELENE,Mme,Communiste,228,       2 229,"   3,81",01315,2229,3.81
JOUVE CARRIERE,M.PIERRE,Mme,Pôle républicain,234,         735,"   1,26",01315,735,1.26
POZZETTO,MICHEL,M.,Lutte ouvrière,242,         497,"   0,85",01315,497,0.85
NAZIR,BERNARD,M.,Autre écologiste,273,         325,"   0,56",01315,325,0.56
CANGEMI,A.MARIA,Mme,Autre écologiste,285,         222,"   0,38",01315,222,0.38
RACHET THENINT,FRANCESCA,Mme,Les Verts,289,       1 128,"   1,93",01315,1128,1.93
LOPEZ,PAUL,M.,Divers,297,           0,"   0,00",01315,0,0.0
CHASSAIN,ROLAND,M.,Union pour la majorité présidentielle,45,      15 212,"  30,61",01316,15212,30.61
HOUSSAIS,J.NOEL,M.,Mouvement national républicain,50,       1 035,"   2,08",01316,1035,2.08
VAUZELLE,MICHEL,M.,Socialiste,79,      17 942,"  36,10",01316,17942,36.1
MAILLE,THIERRY,M.,Divers,101,         590,"   1,19",01316,590,1.19
SCIFO,J.MARIE,M.,Chasse-Pêche-Nature et Traditions,111,       2 320,"   4,67",01316,2320,4.67
PIGNOLO,BERNARD,M.,Autre écologiste,142,         193,"   0,39",01316,193,0.39
LARTAUD,CHRISTIAN,M.,Autre écologiste,145,          99,"   0,20",01316,99,0.2
CHEZE,SARA,Mme,Extrême gauche,154,         161,"   0,32",01316,161,0.32
VATON,BERNARD,M.,Régionaliste,158,         135,"   0,27",01316,135,0.27
CROUZET,CHRISTINE,Mme,Autre écologiste,172,         306,"   0,62",01316,306,0.62
DAIEN,YVES,M.,Lutte ouvrière,177,         390,"   0,78",01316,390,0.78
PECHEUX,MERYL,Mme,Autre écologiste,190,         522,"   1,05",01316,522,1.05
AUDOLY,JEANNIE,Mme,Front national,195,       9 842,"  19,80",01316,9842,19.8
SCHWAB,CHRISTIAN,M.,Ligue communiste révolutionnaire,214,         847,"   1,70",01316,847,1.7
GRECO,ALAIN,M.,Régionaliste,263,         108,"   0,22",01316,108,0.22
BOULLAY DU,Hervé,M.,Mouvement pour la France,1,         477,"   1,11",01401,477,1.11
HERSENT-LECHATREUX,Blaise,M.,Divers,2,         788,"   1,84",01401,788,1.84
CHERRIER,J.Claude,M.,Autre écologiste,3,         414,"   0,96",01401,414,0.96
CASEVITZ,Pierre,M.,Lutte ouvrière,4,         427,"   1,00",01401,427,1.0
PIERRAT,Philippe,M.,Divers,5,          92,"   0,21",01401,92,0.21
FRAPIER,Alexandra,Mme,Chasse-Pêche-Nature et Traditions,19,         725,"   1,69",01401,725,1.69
GOBERT,M.Jeanne,Mme,Communiste,37,         909,"   2,12",01401,909,2.12
DUPRES,Yves,M.,Mouvement national républicain,42,         397,"   0,93",01401,397,0.93
BONNEAU,Philippe,M.,Pôle républicain,44,         479,"   1,12",01401,479,1.12
MORIN,Bernard,M.,Divers,57,         274,"   0,64",01401,274,0.64
GOULET,Martine,Mme,Extrême droite,67,          47,"   0,11",01401,47,0.11
HEUZE,Maurice,M.,Front national,69,       2 463,"   5,74",01401,2463,5.74
ADAM,Etienne,M.,Extrême gauche,70,       1 320,"   3,08",01401,1320,3.08
DURON,PHILIPPE,M.,Socialiste,86,      15 697,"  36,58",01401,15697,36.58
LE BRETHON,Brigitte,Mme,Union pour la majorité présidentielle,87,      18 402,"  42,88",01401,18402,42.88
MATMATI,Najet,Mme,Divers gauche,91,           0,"   0,00",01401,0,0.0
CARRE,Patrice,M.,Mouvement pour la France,6,         482,"   1,24",01402,482,1.24
BLOT-DUVALEROY,Monique,Mme,Autre écologiste,7,         139,"   0,36",01402,139,0.36
DESLOGES,M.Christine,Mme,Chasse-Pêche-Nature et Traditions,8,       1 036,"   2,66",01402,1036,2.66
RICHÉ,Danielle,Mme,Lutte ouvrière,9,         523,"   1,35",01402,523,1.35
PINEL,Eric,M.,Front national,20,       2 554,"   6,57",01402,2554,6.57
THOMAS,Rodolphe,M.,Union pour la démocratie française,21,      13 156,"  33,84",01402,13156,33.84
LEZEMENT,Serge,M.,Pôle républicain,22,         737,"   1,90",01402,737,1.9
LENEVEU,Gérard,M.,Communiste,25,       1 745,"   4,49",01402,1745,4.49
MIMOUNI,Kaïs,M.,Rassemblement pour la France,26,         683,"   1,76",01402,683,1.76
VAISMAN,Boris,M.,Divers,35,         729,"   1,88",01402,729,1.88
ARZ,Patrick,M.,Extrême gauche,58,       1 502,"   3,86",01402,1502,3.86
LE DENMAT,Eric,M.,Divers,60,          95,"   0,24",01402,95,0.24
GRUENAIS,Alain,M.,Les Verts,61,       1 998,"   5,14",01402,1998,5.14
CONSTANT,Annie,Mme,Extrême gauche,71,         241,"   0,62",01402,241,0.62
SADY,Christophe,M.,Autre écologiste,78,         166,"   0,43",01402,166,0.43
FERON,René,M.,Extrême droite,79,          40,"   0,10",01402,40,0.1
FABRIGOULE,Karine,Mme,Divers,80,         450,"   1,16",01402,450,1.16
BUNEL,Patrick,M.,Mouvement national républicain,81,         279,"   0,72",01402,279,0.72
MEXANDEAU,LOUIS,M.,Socialiste,82,      12 325,"  31,70",01402,12325,31.7
LEBOEUF,J.Michel,M.,Chasse-Pêche-Nature et Traditions,10,       1 813,"   4,14",01403,1813,4.14
CROCQ,Jean,M.,Divers gauche,23,         131,"   0,30",01403,131,0.3
BAZIL,Marcelle,Mme,Front national,27,       4 242,"   9,69",01403,4242,9.69
MILLION,Sylvie,Mme,Lutte ouvrière,28,         801,"   1,83",01403,801,1.83
MERCIER,Paul,M.,Mouvement pour la France,40,         421,"   0,96",01403,421,0.96
LETEURTRE,Claude,M.,Union pour la démocratie française,41,       8 243,"  18,82",01403,8243,18.82
LE CORRE,Jacqueline,Mme,Communiste,45,         911,"   2,08",01403,911,2.08
LEHERICY,Eric,M.,Démocratie libérale,49,       6 761,"  15,44",01403,6761,15.44
LESQUEN DE,Gérard,M.,Mouvement national républicain,50,         502,"   1,15",01403,502,1.15
ANNE,Fanny,Mme,Extrême droite,62,         151,"   0,34",01403,151,0.34
ANGELINI,Alain,M.,Autre écologiste,63,         467,"   1,07",01403,467,1.07
FANTON,André,M.,Union pour la majorité présidentielle,72,       6 089,"  13,90",01403,6089,13.9
JAULIN,Rodolphe,M.,Divers,73,         218,"   0,50",01403,218,0.5
VALTER,Clotilde,Mme,Socialiste,83,      11 368,"  25,95",01403,11368,25.95
CHARRON,Christian,M.,Divers,88,         211,"   0,48",01403,211,0.48
HERBOUX,M.Claude,Mme,Extrême gauche,89,         892,"   2,04",01403,892,2.04
PONCELET,Maud,Mme,Autre écologiste,93,         556,"   1,27",01403,556,1.27
LEGALLOIS,Dominique,M.,Divers,94,          22,"   0,05",01403,22,0.05
AMELINE,NICOLE,Mme,Union pour la majorité présidentielle,11,      23 980,"  50,02",01404,23980,50.02
BLASSELLE,Aymeric,M.,Mouvement pour la France,12,         749,"   1,56",01404,749,1.56
THOMAS,Nelly,Mme,Front national,13,       4 979,"  10,39",01404,4979,10.39
DOMBIS,Nadine,Mme,Chasse-Pêche-Nature et Traditions,14,       2 080,"   4,34",01404,2080,4.34
MOURARET,Pierre,M.,Communiste,29,       2 053,"   4,28",01404,2053,4.28
POIROT-BOURDAIN,Patrick,M.,Lutte ouvrière,30,         785,"   1,64",01404,785,1.64
BELLANGER,Pierre,M.,Autre écologiste,38,         440,"   0,92",01404,440,0.92
IACOLARE,Philippe,M.,Extrême droite,46,         854,"   1,78",01404,854,1.78
BLOCMAN,Eva,Mme,Mouvement national républicain,51,         382,"   0,80",01404,382,0.8
LE GALIOT,Catherine,Mme,Socialiste,52,      10 310,"  21,51",01404,10310,21.51
COQUELIN,Philippe,M.,Extrême droite,53,         168,"   0,35",01404,168,0.35
HERSENT-LECHATREUX,Carole,Mme,Divers,59,         411,"   0,86",01404,411,0.86
DELVAUX,Damien,M.,Autre écologiste,74,         748,"   1,56",01404,748,1.56
PLACÉ,Claude,M.,Autre écologiste,15,         481,"   0,82",01405,481,0.82
FRANCOISE,Daniel,M.,Divers gauche,16,       4 993,"   8,49",01405,4993,8.49
BLET,J.Noël,M.,Chasse-Pêche-Nature et Traditions,24,       3 383,"   5,75",01405,3383,5.75
SIMONOT,Chantal,Mme,Front national,31,       5 376,"   9,14",01405,5376,9.14
JOLIVEAU,Charline,Mme,Lutte ouvrière,32,         935,"   1,59",01405,935,1.59
SADY,J.Michel,M.,Autre écologiste,39,         540,"   0,92",01405,540,0.92
BOUDANT,Lionel,M.,Mouvement national républicain,43,         443,"   0,75",01405,443,0.75
LEFEBURE,Catherine,Mme,Pôle républicain,47,         979,"   1,67",01405,979,1.67
MULLER,M.Claire,Mme,Communiste,54,       1 132,"   1,93",01405,1132,1.93
LEGEARD,Bernadette,Mme,Extrême droite,55,         135,"   0,23",01405,135,0.23
BRAC DE LA PERRIERE,Thierry,M.,Mouvement pour la France,64,       1 530,"   2,60",01405,1530,2.6
ROBERT-KERBRAT,M.Anne,Mme,Les Verts,65,      11 676,"  19,86",01405,11676,19.86
VICTOR,Sylvain,M.,Divers,92,       1 116,"   1,90",01405,1116,1.9
LEFRANC,J.Marc,M.,Union pour la démocratie française,95,      24 451,"  41,59",01405,24451,41.59
BODET,David,M.,Ligue communiste révolutionnaire,96,       1 627,"   2,77",01405,1627,2.77
CHAMPAIN,Alain,M.,Autre écologiste,17,         273,"   0,50",01406,273,0.5
COUSIN,J.Yves,M.,Union pour la majorité présidentielle,18,      23 155,"  42,81",01406,23155,42.81
VERGY,Didier,M.,Chasse-Pêche-Nature et Traditions,33,       2 169,"   4,01",01406,2169,4.01
VAUTHIER,Sylvie,Mme,Lutte ouvrière,34,       1 029,"   1,90",01406,1029,1.9
BASSIERE,Daniel,M.,Front national,36,       4 721,"   8,73",01406,4721,8.73
BONNET,François,M.,Communiste,48,         963,"   1,78",01406,963,1.78
BENIGNI,Laurence,Mme,Mouvement national républicain,56,         449,"   0,83",01406,449,0.83
LIABEUF-OUIN,Martine,Mme,Autre écologiste,66,         341,"   0,63",01406,341,0.63
GAUTIER,Joël,M.,Extrême droite,68,         156,"   0,29",01406,156,0.29
JOLITON,Olivier,M.,Les Verts,75,       1 543,"   2,85",01406,1543,2.85
TOURRET,ALAIN,M.,Radical de gauche,76,      18 291,"  33,82",01406,18291,33.82
BRUN,Victor,M.,Divers,77,         446,"   0,82",01406,446,0.82
BROUST,Lucy,Mme,Mouvement pour la France,90,         554,"   1,02",01406,554,1.02
VERMANDE,FRANCOIS,M.,Divers droite,1,       5 055,"  11,58",01501,5055,11.58
SOUCHON,RENE,M.,Socialiste,2,      12 829,"  29,38",01501,12829,29.38
LACROIX,PIERRE,M.,Mouvement national républicain,3,         159,"   0,36",01501,159,0.36
BESSAT,VINCENT,M.,Les Verts,4,       1 031,"   2,36",01501,1031,2.36
SQUIZZATO,RAYMOND,M.,Régionaliste,5,         249,"   0,57",01501,249,0.57
BAZELLE,JEAN,M.,Extrême gauche,6,         150,"   0,34",01501,150,0.34
VERMENOUZE,JACQUES,M.,Autre écologiste,7,         484,"   1,11",01501,484,1.11
SCHMID,WILLIAM,M.,Extrême droite,14,         907,"   2,08",01501,907,2.08
COUSSAIN,YVES,M.,Union pour la majorité présidentielle,17,      13 198,"  30,23",01501,13198,30.23
NICOLAS,GUSTAVE,M.,Divers,19,          75,"   0,17",01501,75,0.17
DAUVILLIER,REMY,M.,Lutte ouvrière,20,         231,"   0,53",01501,231,0.53
ROUME,J.PIERRE,M.,Communiste,21,       1 162,"   2,66",01501,1162,2.66
CHEVRIER,M.PIERRE,Mme,Ligue communiste révolutionnaire,24,         448,"   1,03",01501,448,1.03
BEC,YVON,M.,Pôle républicain,25,       2 715,"   6,22",01501,2715,6.22
BERODIAS,HELENE,Mme,Front national,26,       1 671,"   3,83",01501,1671,3.83
MEINIEL,CHRISTIAN,M.,Divers droite,28,       3 295,"   7,55",01501,3295,7.55
GALTIER,LOUIS,M.,Divers droite,10,       4 783,"  12,03",01502,4783,12.03
BRUGUE,ALICE,Mme,Mouvement national républicain,11,         242,"   0,61",01502,242,0.61
MARLEIX,ALAIN,M.,Union pour la majorité présidentielle,12,      22 249,"  55,96",01502,22249,55.96
GOUEFFIC-COLLANGE,NICOLE,Mme,Socialiste,13,       5 805,"  14,60",01502,5805,14.6
ODWA,CHRISTIAN,M.,Extrême droite,15,         854,"   2,15",01502,854,2.15
AUDRERIE,MARINETTE,Mme,Communiste,16,         921,"   2,32",01502,921,2.32
REMBERT,MARTINE,Mme,Les Verts,18,         603,"   1,52",01502,603,1.52
HELLEU,AMANDA,Mme,Lutte ouvrière,22,         385,"   0,97",01502,385,0.97
PETITJEAN,MARC,M.,Divers gauche,23,       2 454,"   6,17",01502,2454,6.17
GADIOT,COLETTE,Mme,Front national,27,       1 465,"   3,68",01502,1465,3.68
VIOLLET,J.CLAUDE,M.,Socialiste,9,      14 207,"  35,92",01601,14207,35.92
COURTOIS,Jean-Pierre,M.,Lutte ouvrière,11,         628,"   1,59",01601,628,1.59
LEROY,Alain,M.,Front national,15,       3 635,"   9,19",01601,3635,9.19
SIRI,Jean-François,M.,Mouvement national républicain,17,         273,"   0,69",01601,273,0.69
BOLVIN,Jean-Michel,M.,Union pour la majorité présidentielle,21,      11 427,"  28,89",01601,11427,28.89
DE PRAT,Jean-Yves,M.,Mouvement pour la France,22,       3 505,"   8,86",01601,3505,8.86
BOUCHAUD,Joël,M.,Divers droite,28,         764,"   1,93",01601,764,1.93
BOURGOGNE,Michel,M.,Chasse-Pêche-Nature et Traditions,31,       1 051,"   2,66",01601,1051,2.66
DUMEIX,Maryse,Mme,Communiste,37,       1 064,"   2,69",01601,1064,2.69
BAMAS,Véronique,Mme,Ligue communiste révolutionnaire,39,         789,"   1,99",01601,789,1.99
HERNANDEZ,Martine,Mme,Autre écologiste,45,         191,"   0,48",01601,191,0.48
REVEREAULT,Jean,M.,Les Verts,49,       2 019,"   5,10",01601,2019,5.1
REYNAUD,M.LINE,Mme,Socialiste,6,      12 689,"  32,78",01602,12689,32.78
LOISEAU,Patrick,M.,Extrême gauche,12,         286,"   0,74",01602,286,0.74
DUPUIS,Xavier Jean,M.,Front national,13,       3 027,"   7,82",01602,3027,7.82
BOISUMEAU,Guillaume,M.,Chasse-Pêche-Nature et Traditions,18,       1 941,"   5,01",01602,1941,5.01
BOBE,Jacques,M.,Union pour la majorité présidentielle,20,       8 753,"  22,61",01602,8753,22.61
ADAM-BOUVYER,Sophie,Mme,Les Verts,24,         971,"   2,51",01602,971,2.51
DESSOUCHET,Danielle,Mme,Lutte ouvrière,34,         514,"   1,33",01602,514,1.33
NOUTS,Nathalie,Mme,Ligue communiste révolutionnaire,42,         530,"   1,37",01602,530,1.37
CHAILLOUX,Aurore,Mme,Divers droite,44,         408,"   1,05",01602,408,1.05
FAYAUD,Simone,Mme,Communiste,47,         958,"   2,47",01602,958,2.47
ROUX,Mireille,Mme,Mouvement national républicain,50,         230,"   0,59",01602,230,0.59
CUBLIER,Anne,Mme,Pôle républicain,52,         209,"   0,54",01602,209,0.54
