Nom,Prenom,Civilite,LibNua,NumDepCand,Voix,RapVoixExp,CodCirc,NbVoix,RapportExprimes
MOUHOT,Jérôme,M.,Divers droite,54,       8 199,"  21,18",01602,8199,21.18
HUGUET,Sylvie,Mme,Front national,14,       3 609,"   7,81",01603,3609,7.81
LAMBERT,JEROME,M.,Socialiste,23,      16 995,"  36,77",01603,16995,36.77
TOURNIER,Marie-Claire,Mme,Mouvement national républicain,27,         328,"   0,71",01603,328,0.71
ROUGIER,Franck,M.,Divers droite,29,       1 332,"   2,88",01603,1332,2.88
REGEON,Jean-Pierre,M.,Union pour la démocratie française,30,       7 435,"  16,09",01603,7435,16.09
CHAPELIER,Philippe,M.,Lutte ouvrière,33,         563,"   1,22",01603,563,1.22
MALLET,Claudette,Mme,Chasse-Pêche-Nature et Traditions,35,       1 383,"   2,99",01603,1383,2.99
URROZ,Jean,M.,Régionaliste,36,         172,"   0,37",01603,172,0.37
URBANSKI,Ludwika,Mme,Divers droite,38,         187,"   0,40",01603,187,0.4
DOUCET,Jean-Claude,M.,Ligue communiste révolutionnaire,41,         795,"   1,72",01603,795,1.72
NICOLAS,Isabelle,Mme,Les Verts,43,       1 080,"   2,34",01603,1080,2.34
DAGANAUD,Martial,M.,Communiste,46,       2 215,"   4,79",01603,2215,4.79
CHALMEAU,Mathilde,Mme,Mouvement pour la France,51,         240,"   0,52",01603,240,0.52
MICHAUD,Marie-France,Mme,Union pour la majorité présidentielle,53,       9 882,"  21,38",01603,9882,21.38
CHAILLOUX,Alain,M.,Divers droite,7,       1 056,"   2,63",01604,1056,2.63
MIET,Brigitte,Mme,Union pour la majorité présidentielle,8,       6 573,"  16,36",01604,6573,16.36
PERSYN,Jacques,M.,Divers gauche,10,       3 084,"   7,68",01604,3084,7.68
DEPRECQ,Geneviève,Mme,Front national,16,       3 344,"   8,32",01604,3344,8.32
RASSAT,Joëlle,Mme,Les Verts,19,       1 496,"   3,72",01604,1496,3.72
JEANTIEU,Lyne,Mme,Mouvement national républicain,25,         385,"   0,96",01604,385,0.96
BEAUCHAUD,J.CLAUDE,M.,Socialiste,26,      16 271,"  40,50",01604,16271,40.5
MAINGUY,Anne,Mme,Lutte ouvrière,32,         545,"   1,36",01604,545,1.36
DEBOEUF,Michel,M.,Ligue communiste révolutionnaire,40,         881,"   2,19",01604,881,2.19
BOURON,Michel,M.,Union pour la démocratie française,48,       6 545,"  16,29",01604,6545,16.29
SOULAIRE,J.Michel,M.,Mouvement national républicain,1,         369,"   0,65",01701,369,0.65
NORMANDIN,Catherine,Mme,Union pour la majorité présidentielle,2,      15 731,"  27,63",01701,15731,27.63
GAUTRONNEAU,Gilles,M.,Radical de gauche,5,       3 070,"   5,39",01701,3070,5.39
DUMERC,Jacques,M.,Extrême gauche,6,         190,"   0,33",01701,190,0.33
COLIN,Antoine,M.,Lutte ouvrière,7,         376,"   0,66",01701,376,0.66
CHASTENET,Philippe,M.,Union pour la démocratie française,8,       5 131,"   9,01",01701,5131,9.01
BONO,Maxime,M.,Socialiste,10,      21 138,"  37,12",01701,21138,37.12
BUCHERIE,Alain,M.,Les Verts,11,       1 403,"   2,46",01701,1403,2.46
BAK,Yolande,Mme,Front national,36,       3 612,"   6,34",01701,3612,6.34
PUGLIERINI,M.Bernadette,Mme,Chasse-Pêche-Nature et Traditions,38,       1 059,"   1,86",01701,1059,1.86
DESSENS,Christian,M.,Démocratie libérale,46,       1 289,"   2,26",01701,1289,2.26
IZAMBARD,Maurice,M.,Autre écologiste,47,         323,"   0,57",01701,323,0.57
DESCHAMPS,M.Françoise,Mme,Pôle républicain,48,         384,"   0,67",01701,384,0.67
HULJACK,Guy,M.,Autre écologiste,62,         209,"   0,37",01701,209,0.37
QUENEUDEC-MEMAIN,Esther,Mme,Communiste,67,       1 482,"   2,60",01701,1482,2.6
WEBER,Cyrille,Mme,Divers,68,         359,"   0,63",01701,359,0.63
DUPOUY,François,M.,Extrême gauche,73,         784,"   1,38",01701,784,1.38
RESTIER,Fabrice,M.,Divers,78,          30,"   0,05",01701,30,0.05
AYEL,Roland,M.,Mouvement national républicain,12,         295,"   0,57",01702,295,0.57
BONNIN,André,M.,Socialiste,13,      15 519,"  29,88",01702,15519,29.88
LEONARD,J.Louis,M.,Union pour la majorité présidentielle,14,      19 970,"  38,45",01702,19970,38.45
BERNON,Anne,Mme,Lutte ouvrière,15,         636,"   1,22",01702,636,1.22
MORIN,M.Thérèse,Mme,Extrême gauche,30,         197,"   0,38",01702,197,0.38
ERBE,Michel,M.,Front national,37,       3 734,"   7,19",01702,3734,7.19
MAITREHUT,Michel,M.,Divers droite,42,         818,"   1,58",01702,818,1.58
CAP,Corinne,Mme,Les Verts,45,       1 395,"   2,69",01702,1395,2.69
PERCEBOIS,Catherine,Mme,Divers gauche,49,         119,"   0,23",01702,119,0.23
DUCELLIER,Eliane,Mme,Divers,50,         555,"   1,07",01702,555,1.07
TEXIER,Sophie,Mme,Ligue communiste révolutionnaire,51,         690,"   1,33",01702,690,1.33
JACOB,Guy,M.,Autre écologiste,58,         266,"   0,51",01702,266,0.51
GRANDIN,GInette,Mme,Mouvement pour la France,59,         476,"   0,92",01702,476,0.92
JOULIN,Thierry,M.,Chasse-Pêche-Nature et Traditions,63,       2 994,"   5,76",01702,2994,5.76
BLANCHIER,Gérard,M.,Communiste,64,       1 630,"   3,14",01702,1630,3.14
BONIFACE,Xavier,M.,Pôle républicain,76,         664,"   1,28",01702,664,1.28
JOYAU,Erick,M.,Rassemblement pour la France,77,         201,"   0,39",01702,201,0.39
LORTAT-JACOB,Fanny,Mme,Union pour la démocratie française,79,       1 776,"   3,42",01702,1776,3.42
QUIQUEMPOIS,Annie,Mme,Mouvement national républicain,16,         234,"   0,48",01703,234,0.48
ROUGER,JEAN,M.,Socialiste,17,      14 962,"  30,61",01703,14962,30.61
PIVERT LE,Patrick,M.,Mouvement pour la France,18,         448,"   0,92",01703,448,0.92
ARDOUIN,J.Philippe,M.,Union pour la démocratie française,19,       3 339,"   6,83",01703,3339,6.83
GODINEAU,Dominique,M.,Les Verts,20,       1 624,"   3,32",01703,1624,3.32
ROUX DE,Xavier,M.,Union pour la majorité présidentielle,21,      16 969,"  34,72",01703,16969,34.72
BOISNIER,J.Mary,M.,Divers,31,         377,"   0,77",01703,377,0.77
SEGUINOT,J.Marc,M.,Extrême gauche,39,         350,"   0,72",01703,350,0.72
CHEBROUX,Patrick,M.,Rassemblement pour la France,40,         395,"   0,81",01703,395,0.81
BAROTIN,Philippe,M.,Chasse-Pêche-Nature et Traditions,52,       2 507,"   5,13",01703,2507,5.13
GRANGE,Simone,Mme,Lutte ouvrière,53,         615,"   1,26",01703,615,1.26
GUILLOTEAU,J.Michel,M.,Front national,54,       4 149,"   8,49",01703,4149,8.49
GERAULT,M.Thérèse,Mme,Ligue communiste révolutionnaire,65,         830,"   1,70",01703,830,1.7
DESRENTE,Gérard,M.,Divers droite,69,         334,"   0,68",01703,334,0.68
CARMOUSE,Michelle,Mme,Communiste,70,       1 418,"   2,90",01703,1418,2.9
NAIRI,Amel,Mme,Pôle républicain,74,         329,"   0,67",01703,329,0.67
BUSSEREAU,DOMINIQUE,M.,Union pour la majorité présidentielle,3,      24 413,"  47,17",01704,24413,47.17
CALLAUD,Philippe,M.,Radical de gauche,22,      11 003,"  21,26",01704,11003,21.26
WERBROUCK,Séverine,Mme,Mouvement national républicain,23,         463,"   0,89",01704,463,0.89
DUBOIS,H.Georges,M.,Divers gauche,24,       1 145,"   2,21",01704,1145,2.21
RIOLLET,Nathalie,Mme,Les Verts,25,       1 679,"   3,24",01704,1679,3.24
FALTOT,Michel,M.,Divers,26,         304,"   0,59",01704,304,0.59
MARIE,Frédéric,M.,Lutte ouvrière,32,         662,"   1,28",01704,662,1.28
FONTENAY,Gérard,M.,Chasse-Pêche-Nature et Traditions,41,       3 508,"   6,78",01704,3508,6.78
PETRUS,Eliane,Mme,Front national,43,       5 392,"  10,42",01704,5392,10.42
THIBAULT,Marc,M.,Ligue communiste révolutionnaire,55,         736,"   1,42",01704,736,1.42
BRIDIER,Elise,Mme,Mouvement pour la France,66,         568,"   1,10",01704,568,1.1
RENAUDET,René,M.,Communiste,72,       1 282,"   2,48",01704,1282,2.48
GIRARD,Alain,M.,Pôle républicain,75,         600,"   1,16",01704,600,1.16
BOUCHON,Régine,Mme,Rassemblement pour la France,4,         647,"   1,13",01705,647,1.13
MARKOWSKY,Pascal,M.,Mouvement national républicain,27,         556,"   0,97",01705,556,0.97
QUENTIN,DIDIER,M.,Union pour la majorité présidentielle,28,      27 560,"  48,33",01705,27560,48.33
LEBIGRE,Nicole,Mme,Mouvement pour la France,29,         819,"   1,44",01705,819,1.44
MARQUET,Thierry,M.,Lutte ouvrière,33,         701,"   1,23",01705,701,1.23
JOLY,Régine,Mme,Socialiste,34,      12 794,"  22,43",01705,12794,22.43
FONTAINE,Didier,M.,Front national,35,       6 063,"  10,63",01705,6063,10.63
CHOLLON,Eric,M.,Les Verts,44,       2 213,"   3,88",01705,2213,3.88
CASANOVA,Monica,Mme,Ligue communiste révolutionnaire,56,         789,"   1,38",01705,789,1.38
DELABBEY,Olivier,M.,Chasse-Pêche-Nature et Traditions,57,       3 519,"   6,17",01705,3519,6.17
GUIARD,Jacques,M.,Communiste,71,       1 368,"   2,40",01705,1368,2.4
RAFFESTIN,CHRISTIAN,M.,Mouvement national républicain,3,         694,"   1,48",01801,694,1.48
FROMION,YVES,M.,Union pour la majorité présidentielle,8,      20 530,"  43,84",01801,20530,43.84
OGNY D,JEAN,M.,Front national,10,       5 626,"  12,01",01801,5626,12.01
FREMION,GERARD,M.,Chasse-Pêche-Nature et Traditions,16,       1 319,"   2,82",01801,1319,2.82
GUILLEMINOT,CHRISTIAN,M.,Autre écologiste,19,         719,"   1,54",01801,719,1.54
LEDOUX,ROGER,M.,Les Verts,20,      11 834,"  25,27",01801,11834,25.27
CERVEAU,SYLVIE,Mme,Lutte ouvrière,21,       1 527,"   3,26",01801,1527,3.26
CHARREYRE,PHILIPPE,M.,Divers,28,         420,"   0,90",01801,420,0.9
BABOUIN,J.FRANCOIS,M.,Pôle républicain,30,       1 221,"   2,61",01801,1221,2.61
FOSSIER,M.CHRISTINE,Mme,Divers droite,31,       2 937,"   6,27",01801,2937,6.27
THOMAS RICHARD,FRANCK,M.,Union pour la majorité présidentielle,4,      12 585,"  30,34",01802,12585,30.34
MARTIN,SANDRINE,Mme,Mouvement national républicain,9,         566,"   1,36",01802,566,1.36
MERLIN,FRANCOISE,Mme,Front national,11,       4 543,"  10,95",01802,4543,10.95
SANDRIER,J.CLAUDE,M.,Communiste,13,      16 027,"  38,64",01802,16027,38.64
AFFOUARD,CLAUDE,M.,Chasse-Pêche-Nature et Traditions,17,         894,"   2,16",01802,894,2.16
DEFFONTAINES,HENRI,M.,Mouvement pour la France,23,       1 181,"   2,85",01802,1181,2.85
BAHLIS,SAMIR,M.,Radical de gauche,24,       3 437,"   8,29",01802,3437,8.29
ROBIN,REGIS,M.,Lutte ouvrière,26,         926,"   2,23",01802,926,2.23
RICHARD,PASCAL,M.,Divers gauche,27,         466,"   1,12",01802,466,1.12
PESSEL,ELIANE,Mme,Pôle républicain,29,         413,"   1,00",01802,413,1.0
LOPEZ  RIVAS,JOAQUIM,M.,Ligue communiste révolutionnaire,32,         445,"   1,07",01802,445,1.07
TANTON,ALAIN,M.,Union pour la démocratie française,2,       7 514,"  13,75",01803,7514,13.75
COSYNS,LOUIS,M.,Union pour la majorité présidentielle,6,      15 529,"  28,42",01803,15529,28.42
CORDAT,COLETTE,Mme,Lutte ouvrière,7,       1 517,"   2,78",01803,1517,2.78
VILLEROCHE DE,SABINE,Mme,Front national,12,       6 088,"  11,14",01803,6088,11.14
GALUT,YANN,M.,Socialiste,14,      21 043,"  38,52",01803,21043,38.52
LE MINTIER,ERWAN,M.,Mouvement national républicain,15,         681,"   1,25",01803,681,1.25
LEMOINE,GUY,M.,Chasse-Pêche-Nature et Traditions,18,         922,"   1,69",01803,922,1.69
COLIN,PHILIPPE,M.,Divers,22,         175,"   0,32",01803,175,0.32
DURAND,DENIS,M.,Pôle républicain,25,       1 166,"   2,13",01803,1166,2.13
PINATO,Bernard,M.,Front national,10,       1 814,"   3,64",01901,1814,3.64
RIZZETTO,Sylvio,M.,Mouvement national républicain,11,         174,"   0,35",01901,174,0.35
COINAUD,M.Thérèse,Mme,Lutte ouvrière,12,         328,"   0,66",01901,328,0.66
VINATIER,Pierre,M.,Chasse-Pêche-Nature et Traditions,16,       1 413,"   2,84",01901,1413,2.84
BOUYSSE,Francis,M.,Ligue communiste révolutionnaire,19,         550,"   1,10",01901,550,1.1
GRADOR,Dominique,Mme,Communiste,25,       3 560,"   7,15",01901,3560,7.15
LORIOUX,Didier,M.,Les Verts,27,         799,"   1,60",01901,799,1.6
DECAIE,J.Pierre,M.,Union pour la majorité présidentielle,28,      20 360,"  40,87",01901,20360,40.87
CROUZEVIALLE,J.LOUIS,M.,Extrême gauche,30,         224,"   0,45",01901,224,0.45
TRANNOY,THERESE,Mme,Pôle républicain,32,         379,"   0,76",01901,379,0.76
HOLLANDE,FRANCOIS,M.,Socialiste,33,      19 684,"  39,51",01901,19684,39.51
CHAILLOUX,J.PAUL,M.,Divers gauche,35,         537,"   1,08",01901,537,1.08
SOULIER,Frédéric,M.,Union pour la majorité présidentielle,2,      18 185,"  39,61",01902,18185,39.61
ROBOREL CLIMENS DE,Claire,Mme,Mouvement pour la France,4,         424,"   0,92",01902,424,0.92
DUCREUX,Francis,M.,Mouvement national républicain,7,         386,"   0,84",01902,386,0.84
FERAL,Raymond,M.,Front national,8,       3 050,"   6,64",01902,3050,6.64
PASCAL,Christian,M.,Lutte ouvrière,9,         330,"   0,72",01902,330,0.72
HIRONDE,Louis,M.,Chasse-Pêche-Nature et Traditions,14,       1 174,"   2,56",01902,1174,2.56
PAMBOUTZOGLOU,André,M.,Communiste,18,       2 622,"   5,71",01902,2622,5.71
NAUCHE,PHILIPPE,M.,Socialiste,20,      15 076,"  32,84",01902,15076,32.84
GAUT,Christian,M.,Pôle républicain,22,         218,"   0,47",01902,218,0.47
BOISSEAU,M.Nicole,Mme,Les Verts,23,       1 038,"   2,26",01902,1038,2.26
IGUACEL,Liberto,M.,Ligue communiste révolutionnaire,24,         505,"   1,10",01902,505,1.1
DESCHAMPS,J.Claude,M.,Divers droite,26,       2 705,"   5,89",01902,2705,5.89
LECANTE,MAX,M.,Divers gauche,36,         195,"   0,42",01902,195,0.42
DUPONT,J.PIERRE,M.,Union pour la majorité présidentielle,1,      19 170,"  49,34",01903,19170,49.34
NOUAILLE,Régis,M.,Chasse-Pêche-Nature et Traditions,3,       1 481,"   3,81",01903,1481,3.81
VIDAL,Marguerite,Mme,Front national,5,       1 686,"   4,34",01903,1686,4.34
D'AGUANNO,Antoine,M.,Mouvement national républicain,6,         208,"   0,54",01903,208,0.54
BOURZAI,Bernadette,Mme,Socialiste,13,      11 168,"  28,75",01903,11168,28.75
JULIEN,Michel,M.,Communiste,15,       2 316,"   5,96",01903,2316,5.96
LACARRERE,J.Jacques,M.,Lutte ouvrière,17,         405,"   1,04",01903,405,1.04
HUMBERT,Francis,M.,Les Verts,21,         693,"   1,78",01903,693,1.78
COTTON,Hervé,M.,Ligue communiste révolutionnaire,29,         478,"   1,23",01903,478,1.23
EYMERIE,MURIEL,Mme,Pôle républicain,31,         526,"   1,35",01903,526,1.35
PLAZANET,JEAN,M.,Divers gauche,34,         718,"   1,85",01903,718,1.85
COSTE,CHRISTIAN,M.,Lutte ouvrière,7,         293,"   0,67",02101,293,0.67
REBSAMEN,FRANCOIS,M.,Socialiste,13,      15 934,"  36,71",02101,15934,36.71
THIERIOT,FRANCOIS,M.,Mouvement national républicain,19,         243,"   0,56",02101,243,0.56
DEPIERRE,BERNARD,M.,Union pour la majorité présidentielle,43,      15 334,"  35,32",02101,15334,35.32
BONY,ALAIN,M.,Extrême gauche,58,         142,"   0,33",02101,142,0.33
BLANDIN,SYLVIE,Mme,Autre écologiste,70,         327,"   0,75",02101,327,0.75
CAMPAGNAC,PIERRE,M.,Ligue communiste révolutionnaire,79,         301,"   0,69",02101,301,0.69
MENUT,GILBERT,M.,Union pour la démocratie française,91,          12,"   0,03",02101,12,0.03
LOISEL,DIDIER,M.,Divers,97,          59,"   0,14",02101,59,0.14
GALLE,FREDERIC,M.,Divers droite,100,           8,"   0,02",02101,8,0.02
RENAUD,SIMON,M.,Divers,109,          45,"   0,10",02101,45,0.1
THYEBAULT,VERONIQUE,Mme,Rassemblement pour la France,115,         464,"   1,07",02101,464,1.07
CARON,JULIE,Mme,Mouvement pour la France,118,         145,"   0,33",02101,145,0.33
FAVRE,J.PIERRE,M.,Divers droite,121,       1 117,"   2,57",02101,1117,2.57
GARD,JOSETTE,Mme,Chasse-Pêche-Nature et Traditions,130,         142,"   0,33",02101,142,0.33
GATTEFOSSE,DANIEL,M.,Divers gauche,139,          51,"   0,12",02101,51,0.12
JAPIOT,YVES,M.,Divers droite,148,       2 991,"   6,89",02101,2991,6.89
BAUR,CHRISTOPHE,M.,Les Verts,160,         842,"   1,94",02101,842,1.94
TERRADE,STEPHANIE,Mme,Front national,169,       4 202,"   9,68",02101,4202,9.68
FRECHIN,ALINE,Mme,Autre écologiste,190,         108,"   0,25",02101,108,0.25
MEKHANTAR,JOEL,M.,Pôle républicain,217,         650,"   1,50",02101,650,1.5
LAMBERT,JACQUELINE,Mme,Lutte ouvrière,4,         348,"   0,91",02102,348,0.91
NUDANT,J.MARC,M.,Union pour la majorité présidentielle,10,      16 317,"  42,67",02102,16317,42.67
JUBAULT,PATRICK,M.,Mouvement national républicain,16,         297,"   0,78",02102,297,0.78
HAIE,NAJATE,Mme,Ligue communiste révolutionnaire,76,         367,"   0,96",02102,367,0.96
COLIN,CHRISTINE,Mme,Extrême gauche,85,         157,"   0,41",02102,157,0.41
HERVIEU,CATHERINE,Mme,Les Verts,106,       1 033,"   2,70",02102,1033,2.7
CONTANT,M.NOELLE,Mme,Chasse-Pêche-Nature et Traditions,127,         450,"   1,18",02102,450,1.18
BOURLET,FRANCOIS,M.,Divers,151,          56,"   0,15",02102,56,0.15
GAILLARD,FRANCK,M.,Front national,163,       4 899,"  12,81",02102,4899,12.81
SALOMON,DOMINIQUE,M.,Autre écologiste,193,         158,"   0,41",02102,158,0.41
SKOWRON,DANIEL,M.,Divers droite,208,         895,"   2,34",02102,895,2.34
ARPIN,ODILE,Mme,Pôle républicain,211,         570,"   1,49",02102,570,1.49
VIOT,PATRICK,M.,Autre écologiste,220,         285,"   0,75",02102,285,0.75
POPARD,COLETTE,Mme,Socialiste,223,      12 219,"  31,95",02102,12219,31.95
ESTIVAL,HERVE,M.,Divers,235,         193,"   0,50",02102,193,0.5
NIANG,MONIQUE,Mme,Lutte ouvrière,22,         495,"   1,25",02103,495,1.25
VILLAUME,M.FRANCE,Mme,Extrême gauche,28,         218,"   0,55",02103,218,0.55
CAVIN,CHARLES,M.,Front national,34,       5 597,"  14,14",02103,5597,14.14
GROS,M.PAULE,Mme,Mouvement national républicain,40,         349,"   0,88",02103,349,0.88
DARCIAUX,C.ANNE,Mme,Socialiste,46,      13 374,"  33,80",02103,13374,33.8
MERCIER,JACQUES,M.,Autre écologiste,82,         174,"   0,44",02103,174,0.44
BRENOT,LUCIEN,M.,Union pour la majorité présidentielle,103,      14 499,"  36,64",02103,14499,36.64
MULLER,PATRICK,M.,Autre écologiste,112,         276,"   0,70",02103,276,0.7
MONOT,MICHEL,M.,Chasse-Pêche-Nature et Traditions,145,         304,"   0,77",02103,304,0.77
DUDRAGNE,MICHEL,M.,Divers,154,          93,"   0,24",02103,93,0.24
FALCONNET,THIERRY,M.,Pôle républicain,187,       1 800,"   4,55",02103,1800,4.55
SAUNIE,PATRICK,M.,Les Verts,196,       1 203,"   3,04",02103,1203,3.04
PATINET HOLLINGER,DANIELE,Mme,Ligue communiste révolutionnaire,205,         736,"   1,86",02103,736,1.86
MATHIASIN,HERVE,M.,Divers,238,         452,"   1,14",02103,452,1.14
FRELET,PIERRE,M.,Mouvement national républicain,25,         453,"   1,01",02104,453,1.01
DENIZOT,MICHEL,M.,Lutte ouvrière,31,         737,"   1,64",02104,737,1.64
MOLINOZ,PATRICK,M.,Radical de gauche,37,      11 721,"  26,11",02104,11721,26.11
SAUVADET,FRANCOIS,M.,Union pour la démocratie française,73,      22 498,"  50,11",02104,22498,50.11
SABATIER,LAURA,Mme,Mouvement pour la France,88,         541,"   1,21",02104,541,1.21
TREYE,MONIQUE,Mme,Autre écologiste,124,         192,"   0,43",02104,192,0.43
DUBARD,CAROLINE,Mme,Chasse-Pêche-Nature et Traditions,136,         740,"   1,65",02104,740,1.65
VAYSSETTES,BRIGITTE,Mme,Divers gauche,142,          98,"   0,22",02104,98,0.22
DANEL,ALAIN,M.,Divers,157,          55,"   0,12",02104,55,0.12
LECONTE,M.CLAUDE,Mme,Front national,166,       5 346,"  11,91",02104,5346,11.91
KERLOUEGAN,VINCENT,M.,Divers,178,         115,"   0,26",02104,115,0.26
LOMBARD,MARCEL,M.,Autre écologiste,181,         303,"   0,67",02104,303,0.67
DEFOREIT,COLETTE,Mme,Les Verts,184,       1 074,"   2,39",02104,1074,2.39
DESANTI,THIERRY,M.,Ligue communiste révolutionnaire,199,       1 022,"   2,28",02104,1022,2.28
ALLEXANT,GERARD,M.,Mouvement national républicain,49,         385,"   0,77",02105,385,0.77
SUGUENOT,ALAIN,M.,Union pour la majorité présidentielle,52,      20 410,"  40,88",02105,20410,40.88
PETET,FRANCOISE,Mme,Lutte ouvrière,55,         442,"   0,89",02105,442,0.89
TRUCHIS DE,J.MAURICE,M.,Mouvement pour la France,61,         502,"   1,01",02105,502,1.01
THOMAS,JACQUES,M.,Extrême gauche,64,         464,"   0,93",02105,464,0.93
FACCINI,J.NOEL,M.,Autre écologiste,67,         274,"   0,55",02105,274,0.55
PATRIAT,FRANCOIS,M.,Socialiste,94,      18 770,"  37,59",02105,18770,37.59
COUTURIER,MICHEL,M.,Chasse-Pêche-Nature et Traditions,133,         735,"   1,47",02105,735,1.47
JABOULET VERCHERRE,NICOLE,Mme,Front national,172,       6 447,"  12,91",02105,6447,12.91
ESSAYAN,NICOLE,Mme,Autre écologiste,175,         476,"   0,95",02105,476,0.95
ANDRE,YVETTE,Mme,Ligue communiste révolutionnaire,202,         594,"   1,19",02105,594,1.19
BOUCHER,HENRI,M.,Divers,214,          83,"   0,17",02105,83,0.17
BOUHEY,J.BAPTISTE,M.,Divers,226,         231,"   0,46",02105,231,0.46
CHARAU,CHANTAL,Mme,Divers,232,         117,"   0,23",02105,117,0.23
BOUSQUET,Danielle,Mme,Socialiste,2,      19 519,"  34,98",02201,19519,34.98
DUBOIS,Mireille,Mme,Union pour la majorité présidentielle,11,      14 126,"  25,32",02201,14126,25.32
LE CERF,J.Claude,M.,Mouvement national républicain,12,         370,"   0,66",02201,370,0.66
MASSE,Christine,Mme,Mouvement pour la France,13,         426,"   0,76",02201,426,0.76
TARDIVEL,Jeannine,Mme,Communiste,14,       4 244,"   7,61",02201,4244,7.61
MARCAIS,Tiéphaine,Mme,Front national,24,       2 910,"   5,22",02201,2910,5.22
