CodCirc2,NumPanneauCand,position_t2,NbCand,NbVoix_t2,RapportExprimes_t2,CodNuaCand,position_t1,NbVoix_t1,RapportExprimes_t1,change,NbVoix_ecart,RapportExprimes_ecart
14005,7,2,2,24486,38.32,RN,1,21001,31.86,True,3485,6.460000000000001
14006,1,2,2,27851,43.64,RN,1,24077,36.26,True,3774,7.380000000000003
14006,6,1,2,35962,56.36,ENS,2,19213,28.93,True,16749,27.43
27001,4,1,2,27889,50.83,RN,1,25853,46.54,False,2036,4.289999999999999
27001,5,2,2,26983,49.17,ENS,2,15837,28.51,False,11146,20.66
27002,2,2,2,22573,45.63,UG,2,11184,21.25,False,11389,24.380000000000003
27002,3,1,2,26895,54.37,RN,1,22951,43.6,False,3944,10.769999999999996
27003,2,1,2,31416,56.8,RN,1,28011,48.88,False,3405,7.919999999999995
27003,5,2,2,23892,43.2,ENS,2,12238,21.35,False,11654,21.85
27004,2,1,2,31914,52.83,UG,2,21144,34.27,True,10770,18.559999999999995
27004,4,2,2,28495,47.17,RN,1,25688,41.64,True,2807,5.530000000000001
27005,4,1,2,29337,51.13,RN,1,26601,45.26,False,2736,5.8700000000000045
27005,7,2,2,28035,48.87,ENS,2,14332,24.39,False,13703,24.479999999999997
50001,4,1,2,36531,63.45,DVD,1,22513,38.3,False,14018,25.150000000000006
50001,5,2,2,21046,36.55,RN,2,19333,32.89,False,1713,3.6599999999999966
50002,2,1,2,40472,62.9,ENS,1,26555,39.91,False,13917,22.990000000000002
50002,5,2,2,23870,37.1,RN,2,21186,31.84,False,2684,5.260000000000002
50003,2,2,2,30844,41.33,UXD,1,25725,33.89,True,5119,7.439999999999998
50003,7,1,2,43785,58.67,ENS,2,25232,33.24,True,18553,25.43
50004,3,2,2,22166,40.36,UXD,2,17481,30.01,False,4685,10.349999999999998
50004,6,1,2,32748,59.64,UG,1,19940,34.23,False,12808,25.410000000000004
61001,5,1,2,22804,53.89,UG,2,12264,27.33,True,10540,26.560000000000002
61001,7,2,2,19511,46.11,RN,1,15783,35.18,True,3728,10.93
61002,3,1,2,23433,54.43,DVD,2,14411,32.95,True,9022,21.479999999999997
61002,6,2,2,19621,45.57,RN,1,17502,40.01,True,2119,5.560000000000002
61003,3,2,2,16226,35.27,RN,2,15364,32.41,False,862,2.8600000000000065
61003,4,1,2,29782,64.73,DVD,1,20701,43.67,False,9081,21.060000000000002
76001,6,1,3,22790,51.23,UG,1,20040,44.44,False,2750,6.789999999999999
76001,7,3,3,9009,20.25,RN,3,8567,19.0,False,442,1.25
76001,8,2,3,12690,28.52,ENS,2,12456,27.62,False,234,0.8999999999999986
76002,5,1,2,39754,59.92,ENS,2,18996,27.73,True,20758,32.19
76002,7,2,2,26594,40.08,RN,1,23135,33.77,True,3459,6.309999999999995
76003,3,2,2,13533,33.12,RN,2,12194,28.24,False,1339,4.879999999999999
76003,5,1,2,27329,66.88,UG,1,21000,48.64,False,6329,18.239999999999995
76004,1,2,2,23693,47.49,RN,1,20748,39.08,True,2945,8.410000000000004
76004,3,1,2,26194,52.51,UG,2,17335,32.65,True,8859,19.86
76005,1,1,2,31994,51.68,UG,2,21281,33.36,True,10713,18.32
76005,2,2,2,29908,48.32,RN,1,26406,41.4,True,3502,6.920000000000002
76006,1,2,2,34571,48.79,UG,2,24763,34.5,False,9808,14.29
76006,5,1,2,36281,51.21,RN,1,32235,44.91,False,4046,6.300000000000004
76007,1,1,2,36050,66.18,HOR,1,19734,34.83,False,16316,31.35000000000001
76007,6,2,2,18423,33.82,RN,2,16221,28.63,False,2202,5.190000000000001
76008,4,2,2,13485,36.92,RN,2,11855,31.32,False,1630,5.600000000000001
76008,5,1,2,23040,63.08,UG,1,16205,42.81,False,6835,20.269999999999996
76009,1,2,2,31122,49.66,RN,1,28528,44.58,True,2594,5.079999999999998
76009,4,1,2,31548,50.34,HOR,2,20528,32.08,True,11020,18.260000000000005
76010,4,1,2,38606,51.67,RN,1,34431,45.29,False,4175,6.380000000000003
76010,5,2,2,36115,48.33,HOR,2,19420,25.55,False,16695,22.779999999999998
02002,1,1,2,22933,50.58,LR,2,16288,35.66,True,6645,14.920000000000002
02002,5,2,2,22409,49.42,RN,1,21496,47.06,True,913,2.3599999999999994
59001,4,2,2,8802,24.51,RN,2,7298,18.12,False,1504,6.390000000000001
59001,14,1,2,27116,75.49,UG,1,17800,44.2,False,9316,31.289999999999992
59002,1,1,3,29571,53.2,UG,1,26491,47.31,False,3080,5.890000000000001
59002,5,2,3,13072,23.52,RN,2,12256,21.89,False,816,1.629999999999999
59002,6,3,3,12937,23.28,ENS,3,11630,20.77,False,1307,2.5100000000000016
59004,3,1,3,27461,40.17,ENS,1,21494,31.32,False,5967,8.850000000000001
59004,6,3,3,19502,28.53,RN,3,17832,25.98,False,1670,2.5500000000000007
59004,7,2,3,21395,31.3,UG,2,20301,29.58,False,1094,1.7200000000000024
59005,3,2,2,28626,43.35,RN,1,27411,40.08,True,1215,3.270000000000003
59005,5,1,2,37411,56.65,DVD,2,23510,34.37,True,13901,22.28
59006,3,1,2,39467,60.31,ENS,1,25831,38.09,False,13636,22.22
59006,4,2,2,25978,39.69,UXD,2,23781,35.07,False,2197,4.619999999999997
59007,1,1,3,18612,39.53,HOR,1,17168,36.71,False,1444,2.8200000000000003
59007,2,3,3,13408,28.47,RN,3,13163,28.15,False,245,0.3200000000000003
59007,5,2,3,15067,32.0,UG,2,15053,32.19,False,14,-0.18999999999999773
59008,1,2,2,12250,35.68,RN,2,11051,30.8,False,1199,4.879999999999999
59008,2,1,2,22080,64.32,UG,1,17405,48.5,False,4675,15.819999999999993
59009,2,3,3,13616,22.68,RN,3,12533,20.67,False,1083,2.009999999999998
59009,3,1,3,27081,45.1,ENS,1,20620,34.01,False,6461,11.090000000000003
59009,7,2,3,19351,32.23,UG,2,18869,31.12,False,482,1.1099999999999959
59010,1,2,2,18001,38.63,RN,2,16675,34.31,False,1326,4.32
59010,5,1,2,28603,61.37,ENS,1,17512,36.03,False,11091,25.339999999999996
59011,3,2,2,21347,38.75,RN,2,18650,31.47,False,2697,7.280000000000001
59011,4,1,2,33740,61.25,UG,1,22809,38.49,False,10931,22.759999999999998
59013,1,1,2,26769,53.76,DIV,2,16026,32.2,True,10743,21.559999999999995
59013,3,2,2,23021,46.24,RN,1,21662,43.52,True,1359,2.719999999999999
59014,3,2,2,32114,49.85,UXD,1,30194,46.37,True,1920,3.480000000000004
59014,5,1,2,32303,50.15,DVD,2,23928,36.74,True,8375,13.409999999999997
59015,1,2,2,31970,49.8,RN,1,29894,45.97,True,2076,3.8299999999999983
59015,3,1,2,32228,50.2,DVD,2,22206,34.15,True,10022,16.050000000000004
59017,1,1,2,23873,55.8,RN,1,21803,47.92,False,2070,7.8799999999999955
59017,3,2,2,18913,44.2,UG,2,13575,29.84,False,5338,14.360000000000003
59021,4,2,2,22974,48.41,RN,1,21337,43.61,True,1637,4.799999999999997
59021,6,1,2,24485,51.59,UDI,2,14280,29.19,True,10205,22.400000000000002
60001,4,2,2,25070,48.31,LR,2,13049,24.48,False,12021,23.830000000000002
60001,7,1,2,26824,51.69,RN,1,24621,46.19,False,2203,5.5
60003,1,1,2,21940,51.96,RN,1,19487,43.1,False,2453,8.86
60003,2,2,2,20281,48.04,UG,2,14149,31.29,False,6132,16.75
60004,2,1,2,32174,53.45,ENS,2,18646,29.89,True,13528,23.560000000000002
60004,7,2,2,28026,46.55,RN,1,25093,40.23,True,2933,6.32
60005,3,2,2,19575,44.24,UG,2,10491,22.03,False,9084,22.21
60005,6,1,2,24669,55.76,RN,1,20070,42.15,False,4599,13.61
60006,1,1,2,25058,52.44,RN,1,23402,47.88,False,1656,4.559999999999995
60006,5,2,2,22725,47.56,UDI,2,11207,22.93,False,11518,24.630000000000003
60007,2,1,3,21662,43.85,RN,1,19769,40.43,False,1893,3.4200000000000017
60007,6,3,3,10734,21.73,LR,3,10519,21.52,False,215,0.21000000000000085
60007,7,2,3,16999,34.41,UG,2,13289,27.18,False,3710,7.229999999999997
62002,3,1,2,31642,55.84,ENS,2,12838,21.54,True,18804,34.300000000000004
62002,4,2,2,25028,44.16,RN,1,22239,37.31,True,2789,6.849999999999994
62004,1,2,2,29228,49.15,RN,1,25286,42.34,True,3942,6.809999999999995
62004,8,1,2,30237,50.85,ENS,2,18309,30.66,True,11928,20.19
62005,2,1,2,27176,50.45,RN,1,23974,43.15,False,3202,7.300000000000004
62005,5,2,2,26687,49.55,UG,2,16095,28.97,False,10592,20.58
62007,1,2,2,27177,48.14,LR,2,19036,33.75,False,8141,14.39
62007,3,1,2,29282,51.86,RN,1,26995,47.86,False,2287,4.0
62008,1,1,2,29775,52.27,RN,1,27164,46.45,False,2611,5.82
62008,3,2,2,27186,47.73,UG,2,18697,31.97,False,8489,15.759999999999998
62009,1,2,2,22674,45.36,ENS,2,10394,19.78,False,12280,25.58
62009,4,1,2,27318,54.64,RN,1,25674,48.85,False,1644,5.789999999999999
80001,2,2,2,24083,47.05,RN,1,21413,40.69,True,2670,6.359999999999999
80001,5,1,2,27108,52.95,UG,2,17850,33.92,True,9258,19.03
80002,3,3,3,16145,31.15,RN,2,14142,27.46,True,2003,3.6899999999999977
80002,6,2,3,17153,33.09,ENS,3,12997,25.23,True,4156,7.860000000000003
80002,7,1,3,18538,35.76,UG,1,15217,29.54,False,3321,6.219999999999999
80003,4,2,2,25383,45.93,LR,2,15449,27.7,False,9934,18.23
80003,7,1,2,29876,54.07,RN,1,27277,48.9,False,2599,5.170000000000002
80004,2,2,2,23276,42.52,ENS,2,10631,18.47,False,12645,24.050000000000004
80004,5,1,2,31468,57.48,RN,1,28559,49.62,False,2909,7.859999999999999
08001,3,1,2,24184,52.99,RN,1,17817,38.33,False,6367,14.660000000000004
08001,8,2,2,21458,47.01,ENS,2,12157,26.16,False,9301,20.849999999999998
08002,3,2,2,16280,44.37,RN,1,15097,40.83,True,1183,3.539999999999999
08002,6,1,2,20415,55.63,DVD,2,11147,30.15,True,9268,25.480000000000004
08003,2,1,2,19506,54.44,DVD,1,15362,43.56,False,4144,10.879999999999995
08003,3,2,2,16321,45.56,RN,2,15296,43.38,False,1025,2.1799999999999997
10002,3,1,2,25420,52.17,LR,2,13902,27.93,True,11518,24.240000000000002
10002,5,2,2,23306,47.83,RN,1,22316,44.83,True,990,3.0
10003,1,2,2,18624,47.48,UG,2,10178,24.39,False,8446,23.089999999999996
10003,3,1,2,20600,52.52,RN,1,18084,43.33,False,2516,9.190000000000005
51001,1,1,2,27419,60.15,ENS,2,16058,33.84,True,11361,26.309999999999995
51001,2,2,2,18165,39.85,UXD,1,17697,37.3,True,468,2.5500000000000043
51002,5,2,2,19859,41.92,RN,1,17645,36.34,True,2214,5.579999999999998
51002,7,1,2,27511,58.08,ENS,2,14756,30.39,True,12755,27.689999999999998
51003,5,1,2,25259,50.88,UXD,1,21890,43.84,False,3369,7.039999999999999
51003,6,2,2,24384,49.12,ENS,2,15942,31.92,False,8442,17.199999999999996
51004,5,1,2,25550,52.22,ENS,2,15245,30.98,True,10305,21.24
51004,6,2,2,23378,47.78,RN,1,21045,42.77,True,2333,5.009999999999998
51005,2,2,2,25947,49.57,RN,1,23954,46.99,True,1993,2.5799999999999983
51005,4,1,2,26393,50.43,DVC,2,21751,42.66,True,4642,7.770000000000003
52001,4,1,2,23772,53.9,RN,1,21815,48.83,False,1957,5.07
52001,5,2,2,20335,46.1,ENS,2,12529,28.05,False,7806,18.05
54001,1,1,2,32531,63.96,UG,1,20645,37.73,False,11886,26.230000000000004
54001,4,2,2,18334,36.04,RN,2,14719,26.9,False,3615,9.14
54002,1,3,3,10709,23.49,RN,3,10131,22.45,False,578,1.0399999999999991
54002,3,2,3,14284,31.34,ENS,2,13869,30.74,False,415,0.6000000000000014
54002,5,1,3,20588,45.17,UG,1,18008,39.91,False,2580,5.260000000000005
54003,2,1,2,23252,53.63,RN,1,19938,43.46,False,3314,10.170000000000002
54003,4,2,2,20104,46.37,UG,2,13068,28.49,False,7036,17.88
54004,4,2,2,30213,47.7,RN,1,27618,43.7,True,2595,4.0
54004,5,1,2,33130,52.3,LR,2,20984,33.21,True,12146,19.089999999999996
54005,1,2,2,23216,45.27,EXD,2,15704,30.45,False,7512,14.820000000000004
54005,2,1,2,28073,54.73,UG,1,22415,43.47,False,5658,11.259999999999998
54006,5,1,2,28024,54.64,RN,1,24121,44.53,False,3903,10.11
54006,7,2,2,23264,45.36,UG,2,14479,26.73,False,8785,18.63
55001,2,2,2,24910,49.5,DVD,2,16901,34.22,False,8009,15.280000000000001
55001,6,1,2,25417,50.5,RN,1,23680,47.95,False,1737,2.549999999999997
57001,2,1,2,31517,55.7,ENS,2,15640,27.59,True,15877,28.110000000000003
57001,3,2,2,25070,44.3,RN,1,22570,39.81,True,2500,4.489999999999995
57002,1,2,2,20480,42.35,RN,1,18352,37.48,True,2128,4.8700000000000045
57002,3,1,2,27875,57.65,ENS,2,14795,30.22,True,13080,27.43
57003,1,2,2,18347,38.22,RN,1,16948,35.32,True,1399,2.8999999999999986
57003,4,1,2,29657,61.78,UDI,2,16631,34.66,True,13026,27.120000000000005
57004,6,1,2,29287,54.83,LR,2,18659,35.75,True,10628,19.08
57004,7,2,2,24127,45.17,RN,1,22265,42.66,True,1862,2.510000000000005
57005,4,1,2,23584,52.64,RN,1,20884,47.52,False,2700,5.119999999999997
57005,6,2,2,21219,47.36,LR,2,15045,34.23,False,6174,13.130000000000003
57008,3,1,2,26435,54.41,RN,1,23558,46.36,False,2877,8.049999999999997
57008,4,2,2,22147,45.59,UG,2,14724,28.98,False,7423,16.610000000000003
57009,1,2,2,26700,41.87,RN,1,24483,38.29,True,2217,3.5799999999999983
57009,4,1,2,37070,58.13,ENS,2,22460,35.12,True,14610,23.010000000000005
67001,11,2,2,16399,41.19,ENS,2,10513,24.26,False,5886,16.929999999999996
67001,15,1,2,23414,58.81,UG,1,20631,47.6,False,2783,11.21
67002,1,3,3,11326,22.94,RN,3,10407,21.22,False,919,1.7200000000000024
67002,3,1,3,24089,48.79,UG,1,21533,43.91,False,2556,4.880000000000003
67002,10,2,3,13962,28.28,ENS,2,11063,22.56,False,2899,5.720000000000002
67003,6,2,3,15115,32.46,ENS,2,13260,28.99,False,1855,3.4700000000000024
67003,8,1,3,20150,43.27,UG,1,17355,37.94,False,2795,5.330000000000005
67003,9,3,3,11302,24.27,RN,3,10567,23.1,False,735,1.1699999999999982
67004,2,2,2,26130,38.56,RN,1,22625,33.11,True,3505,5.450000000000003
67004,7,1,2,41629,61.44,ENS,2,22107,32.36,True,19522,29.08
67005,2,1,2,39124,55.18,ENS,2,22993,32.31,True,16131,22.869999999999997
67005,5,2,2,31778,44.82,RN,1,27897,39.2,True,3881,5.619999999999997
67006,1,1,2,35890,55.02,ENS,2,18228,27.76,True,17662,27.26
67006,7,2,2,29338,44.98,RN,1,25275,38.5,True,4063,6.479999999999997
67007,1,1,2,30986,54.8,LR,2,17974,32.31,True,13012,22.489999999999995
67007,6,2,2,25558,45.2,RN,1,23071,41.47,True,2487,3.730000000000004
67008,3,1,2,31015,51.44,RN,1,26313,44.16,False,4702,7.280000000000001
67008,4,2,2,29284,48.56,ENS,2,14006,23.51,False,15278,25.05
67009,2,1,2,34046,54.06,ENS,2,18206,29.24,True,15840,24.820000000000004
67009,4,2,2,28930,45.94,RN,1,25199,40.47,True,3731,5.469999999999999
68001,6,1,2,28399,58.24,ENS,2,14945,30.4,True,13454,27.840000000000003
68001,7,2,2,20361,41.76,RN,1,16833,34.24,True,3528,7.519999999999996
68002,2,1,2,34908,57.82,ENS,2,19785,32.46,True,15123,25.36
68002,5,2,2,25462,42.18,RN,1,22049,36.17,True,3413,6.009999999999998
68003,8,2,2,26883,48.08,RN,1,21791,38.86,True,5092,9.219999999999999
68003,9,1,2,29028,51.92,ENS,2,13980,24.93,True,15048,26.990000000000002
68004,6,1,2,34309,50.68,LR,2,19658,29.15,True,14651,21.53
68004,7,2,2,33392,49.32,RN,1,28234,41.87,True,5158,7.450000000000003
68005,4,2,2,15649,33.0,RN,2,14096,29.56,False,1553,3.4400000000000013
68005,6,1,2,31766,67.0,ENS,1,17749,37.23,False,14017,29.770000000000003
68006,1,1,2,32651,55.25,ENS,2,17660,30.19,True,14991,25.06
68006,6,2,2,26444,44.75,RN,1,23246,39.74,True,3198,5.009999999999998
88001,2,2,2,20567,41.27,RN,2,18886,38.17,False,1681,3.1000000000000014
88001,3,1,2,29263,58.73,DVD,1,21200,42.85,False,8063,15.879999999999995
88002,1,1,2,25048,52.77,RN,1,22788,48.16,False,2260,4.6100000000000065
88002,6,2,2,22422,47.23,ENS,2,14592,30.84,False,7830,16.389999999999997
88003,2,1,2,27341,64.67,DVD,1,20652,48.33,False,6689,16.340000000000003
88003,4,2,2,14934,35.33,RN,2,14287,33.43,False,647,1.8999999999999986
88004,1,2,2,20073,46.82,LR,2,13644,31.91,False,6429,14.91
88004,6,1,2,22797,53.18,RN,1,20529,48.02,False,2268,5.159999999999997
44001,2,3,3,8501,15.72,RN,3,9937,18.13,False,-1436,-2.4099999999999984
44001,3,2,3,20610,38.11,ENS,2,20488,37.39,False,122,0.7199999999999989
44001,5,1,3,24963,46.16,UG,1,23671,43.2,False,1292,2.9599999999999937
44003,4,1,3,32216,50.13,UG,1,29285,44.55,False,2931,5.580000000000005
44003,5,3,3,13946,21.7,RN,3,13425,20.43,False,521,1.2699999999999996
44003,6,2,3,18099,28.16,ENS,2,16147,24.57,False,1952,3.59
44004,5,2,3,16225,25.29,ENS,2,14815,22.66,False,1410,2.629999999999999
44004,6,3,3,13678,21.32,RN,3,13116,20.06,False,562,1.2600000000000016
44004,7,1,3,34265,53.4,UG,1,30619,46.83,False,3646,6.57
44005,1,1,3,36774,39.91,UG,1,34673,37.73,False,2101,2.1799999999999997
44005,3,2,3,34441,37.38,ENS,2,33241,36.17,False,1200,1.2100000000000009
44005,4,3,3,20918,22.7,UXD,3,22722,24.73,False,-1804,-2.030000000000001
44006,2,2,3,27738,34.53,RN,2,25886,32.85,False,1852,1.6799999999999997
44006,3,3,3,20413,25.41,DVD,3,22993,29.18,False,-2580,-3.7699999999999996
44006,5,1,3,32186,40.06,UG,1,26919,34.16,False,5267,5.900000000000006
44007,3,1,2,48531,59.95,ENS,1,23489,28.49,False,25042,31.460000000000004
44007,6,2,2,32425,40.05,UXD,2,23210,28.15,False,9215,11.899999999999999
44008,4,2,2,20454,38.32,RN,2,17065,28.87,False,3389,9.45
44008,6,1,2,32922,61.68,UG,1,18317,30.99,False,14605,30.69
44009,3,1,2,56024,62.86,DVD,1,29952,32.63,False,26072,30.229999999999997
44009,7,2,2,33106,37.14,RN,2,29841,32.51,False,3265,4.630000000000003
44010,1,3,3,25826,28.45,RN,3,23574,26.16,False,2252,2.289999999999999
44010,2,2,3,25973,28.61,UG,2,25055,27.8,False,918,0.8099999999999987
44010,4,1,3,38983,42.94,ENS,1,27555,30.57,False,11428,12.369999999999997
49001,1,1,3,24719,40.54,ENS,1,21087,34.83,False,3632,5.710000000000001
49001,4,2,3,21621,35.46,UG,2,20475,33.82,False,1146,1.6400000000000006
49001,6,3,3,14629,23.99,RN,3,13995,23.12,False,634,0.8699999999999974
49002,4,2,3,18315,27.81,UG,2,18621,28.32,False,-306,-0.5100000000000016
49002,5,1,3,30214,45.89,ENS,1,21761,33.1,False,8453,12.79
49002,6,3,3,17317,26.3,RN,3,15945,24.25,False,1372,2.0500000000000007
49003,2,1,2,26768,57.17,LR,2,11572,23.87,True,15196,33.3
49003,5,2,2,20052,42.83,RN,1,18344,37.84,True,1708,4.989999999999995
49004,5,1,2,30476,60.03,ENS,2,18001,34.87,True,12475,25.160000000000004
49004,7,2,2,20289,39.97,RN,1,18014,34.9,True,2275,5.07
49005,1,2,3,17310,34.21,UXD,2,16066,30.54,False,1244,3.6700000000000017
49005,3,1,3,33204,65.63,ENS,1,17730,33.7,False,15474,31.929999999999993
49005,6,3,3,82,0.16,UG,3,11220,21.33,False,-11138,-21.169999999999998
49006,3,2,2,21954,33.68,RN,2,19422,28.82,False,2532,4.859999999999999
49006,5,1,2,43226,66.32,ENS,1,23776,35.28,False,19450,31.039999999999992
49007,2,2,3,17389,29.83,RN,3,15802,27.38,True,1587,2.4499999999999993
49007,5,1,3,24319,41.73,ENS,1,19541,33.86,False,4778,7.869999999999997
49007,7,3,3,16576,28.44,UG,2,16778,29.07,True,-202,-0.629999999999999
53001,1,1,2,31428,67.56,UG,1,22483,45.39,False,8945,22.17
53001,2,2,2,15089,32.44,RN,2,14161,28.59,False,928,3.849999999999998
53002,3,2,2,18727,36.02,RN,2,16944,31.79,False,1783,4.230000000000004
53002,6,1,2,33257,63.98,ENS,1,18746,35.17,False,14511,28.809999999999995
53003,1,2,2,14161,31.1,RN,2,14884,31.11,False,-723,-0.00999999999999801
53003,3,1,2,31379,68.9,HOR,1,23294,48.68,False,8085,20.220000000000006
72001,1,1,2,29050,60.91,ENS,2,15111,30.84,True,13939,30.069999999999997
72001,5,2,2,18646,39.09,RN,1,16465,33.6,True,2181,5.490000000000002
72002,1,2,2,21349,42.69,UXD,2,18282,35.29,False,3067,7.399999999999999
72002,5,1,2,28660,57.31,UG,1,20700,39.95,False,7960,17.36
72003,2,1,2,28392,51.44,ENS,2,16209,29.17,True,12183,22.269999999999996
72003,4,2,2,26799,48.56,RN,1,23637,42.54,True,3162,6.020000000000003
72004,6,1,2,24136,50.23,UG,2,13600,25.94,True,10536,24.289999999999996
72004,7,2,2,23911,49.77,RN,1,20584,39.26,True,3327,10.510000000000005
72005,2,1,2,32006,57.04,ENS,2,17898,31.28,True,14108,25.759999999999998
72005,5,2,2,24102,42.96,RN,1,21870,38.23,True,2232,4.730000000000004
85001,4,1,2,48477,60.9,ENS,2,23136,28.51,True,25341,32.39
85001,6,2,2,31121,39.1,UXD,1,26105,32.17,True,5016,6.93
85002,3,2,2,30537,39.77,RN,2,28538,36.53,False,1999,3.240000000000002
85002,4,1,2,46240,60.23,ENS,1,30262,38.74,False,15978,21.489999999999995
85003,3,2,2,40530,43.57,UXD,1,33545,35.59,True,6985,7.979999999999997
85003,6,1,2,52496,56.43,ENS,2,32889,34.89,True,19607,21.54
85004,2,3,4,12170,16.99,UG,4,13164,18.42,True,-994,-1.4300000000000033
85004,3,2,4,17613,24.58,RN,2,16345,22.88,False,1268,1.6999999999999993
85004,4,1,4,31068,43.36,DVD,1,28086,39.31,False,2982,4.049999999999997
85004,5,4,4,10796,15.07,ENS,3,13192,18.46,True,-2396,-3.3900000000000006
85005,2,2,2,23721,42.51,RN,1,21309,37.87,True,2412,4.640000000000001
85005,4,1,2,32085,57.49,ENS,2,19606,34.84,True,12479,22.65
22001,1,1,3,27186,41.45,ENS,1,21614,32.96,False,5572,8.490000000000002
22001,2,2,3,20845,31.78,UG,2,19926,30.38,False,919,1.4000000000000021
22001,4,3,3,17560,26.77,RN,3,16888,25.75,False,672,1.0199999999999996
22002,4,2,2,26935,36.37,RN,2,23707,30.96,False,3228,5.409999999999997
22002,5,1,2,47119,63.63,ENS,1,25730,33.61,False,21389,30.020000000000003
22003,1,1,2,41619,67.97,LR,1,20520,31.96,False,21099,36.01
22003,8,2,2,19616,32.03,RN,2,18345,28.57,False,1271,3.460000000000001
22004,1,2,2,23332,45.25,RN,1,19700,34.3,True,3632,10.950000000000003
22004,5,1,2,28234,54.75,UG,2,17826,31.03,True,10408,23.72
22005,1,3,3,22919,29.1,RN,3,22668,29.08,False,251,0.020000000000003126
22005,3,1,3,32463,41.21,ENS,1,29479,37.81,False,2984,3.3999999999999986
22005,4,2,3,23385,29.69,UG,2,23858,30.6,False,-473,-0.9100000000000001
29001,1,1,3,27066,39.7,ENS,1,22422,33.0,False,4644,6.700000000000003
29001,2,2,3,24096,35.34,UG,2,22303,32.83,False,1793,2.510000000000005
29001,4,3,3,17015,24.96,RN,3,16083,23.67,False,932,1.2899999999999991
29002,3,2,3,19239,35.68,DVC,3,9874,18.48,True,9365,17.2
29002,7,1,3,22110,41.01,UG,1,18850,35.28,False,3260,5.729999999999997
29002,8,3,3,12567,23.31,RN,2,12065,22.58,True,502,0.7300000000000004
29003,2,1,2,44449,69.13,ENS,1,26139,38.92,False,18310,30.209999999999994
29003,3,2,2,19848,30.87,RN,2,18627,27.74,False,1221,3.1300000000000026
29004,2,3,3,16492,27.02,RN,3,15690,25.86,False,802,1.1600000000000001
29004,4,2,3,20490,33.57,UG,1,18765,30.92,True,1725,2.6499999999999986
29004,5,1,3,24048,39.4,ENS,2,18586,30.63,True,5462,8.77
29005,3,2,2,21704,31.93,RN,3,18884,26.53,True,2820,5.399999999999999
29005,4,1,2,46270,68.07,ENS,1,21567,30.3,False,24703,37.769999999999996
29006,1,2,2,23847,38.17,RN,2,19671,30.21,False,4176,7.960000000000001
29006,6,1,2,38630,61.83,UG,1,24664,37.88,False,13966,23.949999999999996
29007,1,1,3,23310,37.94,ENS,2,18709,30.66,True,4601,7.279999999999998
29007,2,3,3,17084,27.81,RN,3,15927,26.1,False,1157,1.7099999999999973
29007,7,2,3,21041,34.25,UG,1,18952,31.06,True,2089,3.1900000000000013
29008,4,1,2,40112,64.61,ENS,2,18031,27.76,True,22081,36.849999999999994
29008,5,2,2,21974,35.39,RN,1,20003,30.8,True,1971,4.59
35001,1,1,3,30190,45.66,UG,1,28467,42.31,False,1723,3.3499999999999943
35001,5,2,3,24181,36.57,ENS,2,21453,31.88,False,2728,4.690000000000001
35001,7,3,3,11754,17.78,RN,3,11878,17.65,False,-124,0.13000000000000256
35002,3,2,3,29342,39.42,ENS,2,25792,34.24,False,3550,5.18
35002,4,3,3,12595,16.92,RN,3,13130,17.43,False,-535,-0.509999999999998
35002,5,1,3,32489,43.65,UG,1,30361,40.31,False,2128,3.3399999999999963
35003,1,3,3,19366,28.87,RN,3,18850,28.12,False,516,0.75
35003,2,2,3,20552,30.64,ENS,2,19919,29.71,False,633,0.9299999999999997
35003,4,1,3,27165,40.49,UG,1,24649,36.77,False,2516,3.719999999999999
35004,3,2,2,26671,42.43,RN,1,22275,32.3,True,4396,10.130000000000003
35004,4,1,2,36195,57.57,UG,2,22139,32.1,True,14056,25.47
35005,3,2,2,23957,32.28,RN,2,23298,29.82,False,659,2.460000000000001
35005,4,1,2,50267,67.72,ENS,1,33147,42.42,False,17120,25.299999999999997
35006,3,2,2,20652,33.5,RN,2,19960,30.94,False,692,2.5599999999999987
35006,5,1,2,40987,66.5,ENS,1,26968,41.81,False,14019,24.689999999999998
35007,1,2,2,22339,30.86,RN,2,21184,28.2,False,1155,2.66
35007,2,1,2,50058,69.14,DVD,1,32549,43.33,False,17509,25.810000000000002
56001,3,2,2,22792,28.35,RN,3,21454,25.37,True,1338,2.9800000000000004
56001,7,1,2,57609,71.65,ENS,1,35627,42.13,False,21982,29.520000000000003
56002,3,2,2,27541,34.56,RN,2,24920,30.03,False,2621,4.530000000000001
56002,4,1,2,52138,65.44,ENS,1,26667,32.14,False,25471,33.3
56003,5,1,2,37776,57.56,ENS,2,18222,26.57,True,19554,30.990000000000002
56003,6,2,2,27854,42.44,RN,1,24584,35.85,True,3270,6.589999999999996
56004,4,1,2,51799,65.12,REG,1,28912,35.84,False,22887,29.28
56004,5,2,2,27745,34.88,RN,2,25414,31.51,False,2331,3.370000000000001
56005,1,2,3,19117,34.15,ENS,2,19081,34.6,False,36,-0.45000000000000284
56005,2,1,3,21760,38.88,UG,1,19612,35.56,False,2148,3.3200000000000003
56005,4,3,3,15096,26.97,RN,3,15386,27.9,False,-290,-0.9299999999999997
56006,1,1,2,37983,59.98,ENS,2,21675,33.08,True,16308,26.9
56006,5,2,2,25346,40.02,RN,1,22728,34.69,True,2618,5.330000000000005
