NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,RapportExprimes,RapportInscrits
1,GUILLON,Didier,M.,UMP,Union pour un Mouvement Populaire,19176,"  38,99","  24,01",non,02907,38.99,24.01
2,LE LOCH,Annick,Mme,SOC,Socialiste,30004,"  61,01","  37,57",oui,02907,61.01,37.57
1,DOSSENA,Atto,M.,UMP,Union pour un Mouvement Populaire,16043,"  34,22","  19,00",non,02908,34.22,19.0
2,LE BRIS,Gilbert,M.,SOC,Socialiste,30844,"  65,78","  36,53",oui,02908,65.78,36.53
1,DUMAS,Françoise,Mme,SOC,Socialiste,20694,"  41,89","  24,82",oui,03001,41.89,24.82
2,LACHAUD,Yvan,M.,NCE,Nouveau Centre,16923,"  34,26","  20,29",non,03001,34.26,20.29
3,SANCHEZ,Julien,M.,FN,Front National,11781,"  23,85","  14,13",non,03001,23.85,14.13
1,GUYOT,Katy,Mme,SOC,Socialiste,22110,"  41,56","  26,86",non,03002,41.56,26.86
2,COLLARD,Gilbert,M.,FN,Front National,22780,"  42,82","  27,67",oui,03002,42.82,27.67
3,MOURRUT,Etienne,M.,UMP,Union pour un Mouvement Populaire,8313,"  15,63","  10,09",non,03002,15.63,10.09
1,ROUBAUD,Jean-Marc,M.,UMP,Union pour un Mouvement Populaire,21153,"  38,03","  23,79",non,03003,38.03,23.79
2,CAITUCOLI,Gilles,M.,FN,Front National,11416,"  20,53","  12,84",non,03003,20.53,12.84
3,PRAT,Patrice,M.,SOC,Socialiste,23047,"  41,44","  25,92",oui,03003,41.44,25.92
1,ROUSTAN,Max,M.,UMP,Union pour un Mouvement Populaire,25079,"  47,90","  28,58",non,03004,47.9,28.58
2,VERDIER,Fabrice,M.,SOC,Socialiste,27274,"  52,10","  31,09",oui,03004,52.1,31.09
1,DUMAS,William,M.,SOC,Socialiste,33253,"  61,43","  35,59",oui,03005,61.43,35.59
2,VERGNES,Sybil,Mme,FN,Front National,20882,"  38,57","  22,35",non,03005,38.57,22.35
1,CAVARD,Christophe,M.,VEC,Europe-Ecologie-Les Verts,19444,"  43,09","  25,04",oui,03006,43.09,25.04
2,PROUST,Franck,M.,UMP,Union pour un Mouvement Populaire,14366,"  31,84","  18,50",non,03006,31.84,18.5
3,VIGNON,Sylvie,Mme,FN,Front National,11310,"  25,07","  14,56",non,03006,25.07,14.56
6,BRIAND,Sacha,M.,UMP,Union pour un Mouvement Populaire,13837,"  35,25","  18,10",non,03101,35.25,18.1
14,LEMORTON,Catherine,Mme,SOC,Socialiste,25418,"  64,75","  33,25",oui,03101,64.75,33.25
3,BONLEUX,Nicolas,M.,UMP,Union pour un Mouvement Populaire,17309,"  35,09","  18,33",non,03102,35.09,18.33
6,BAPT,Gérard,M.,SOC,Socialiste,32025,"  64,91","  33,91",oui,03102,64.91,33.91
7,MOUDENC,Jean-Luc,M.,UMP,Union pour un Mouvement Populaire,21653,"  50,41","  29,61",oui,03103,50.41,29.61
9,SIMON,François,M.,VEC,Europe-Ecologie-Les Verts,21300,"  49,59","  29,12",non,03103,49.59,29.12
12,SERP,Bertrand,M.,UMP,Union pour un Mouvement Populaire,10887,"  34,09","  16,46",non,03104,34.09,16.46
16,MARTINEL,Martine,Mme,SOC,Socialiste,21051,"  65,91","  31,84",oui,03104,65.91,31.84
4,IMBERT,Françoise,Mme,SOC,Socialiste,30076,"  61,41","  33,28",oui,03105,61.41,33.28
10,CARNEIRO,Grégoire,M.,UMP,Union pour un Mouvement Populaire,18900,"  38,59","  20,91",non,03105,38.59,20.91
6,VIDAL,Jocelyne,Mme,UMP,Union pour un Mouvement Populaire,19182,"  34,50","  18,57",non,03106,34.5,18.57
11,IBORRA,Monique,Mme,SOC,Socialiste,36421,"  65,50","  35,26",oui,03106,65.5,35.26
2,VIANSSON-PONTE,Corinne,Mme,UMP,Union pour un Mouvement Populaire,18485,"  36,38","  19,98",non,03107,36.38,19.98
7,LEMASLE,Patrick,M.,SOC,Socialiste,32328,"  63,62","  34,94",oui,03107,63.62,34.94
3,BORGEL,Christophe,M.,SOC,Socialiste,24901,"  64,69","  32,59",oui,03109,64.69,32.59
6,POUCHELON,Elisabeth,Mme,UMP,Union pour un Mouvement Populaire,13589,"  35,31","  17,78",non,03109,35.31,17.78
2,ARIF,Kader,M.,SOC,Socialiste,30901,"  57,78","  34,93",oui,03110,57.78,34.93
6,FAURE,Dominique,Mme,PRV,Parti radical,22580,"  42,22","  25,53",non,03110,42.22,25.53
6,BIEMOURET,Gisèle,Mme,SOC,Socialiste,24937,"  59,38","  35,55",oui,03202,59.38,35.55
7,DUBRAC,Gérard,M.,UMP,Union pour un Mouvement Populaire,17060,"  40,62","  24,32",non,03202,40.62,24.32
6,BOURRAGUE,Chantal,Mme,UMP,Union pour un Mouvement Populaire,23370,"  48,60","  27,16",non,03301,48.6,27.16
9,DOUCET,Sandrine,Mme,SOC,Socialiste,24714,"  51,40","  28,72",oui,03301,51.4,28.72
3,DELAUNAY,Michèle,Mme,SOC,Socialiste,19219,"  58,44","  30,91",oui,03302,58.44,30.91
10,FLORIAN,Nicolas,M.,UMP,Union pour un Mouvement Populaire,13670,"  41,56","  21,98",non,03302,41.56,21.98
1,LACUEY,Conchita,Mme,SOC,Socialiste,27472,"  67,23","  31,68",oui,03304,67.23,31.68
8,JACQUET,Anne-Lise,Mme,DVD,Divers droite,13391,"  32,77","  15,44",non,03304,32.77,15.44
5,GOT,Pascale,Mme,SOC,Socialiste,34453,"  61,91","  33,60",oui,03305,61.91,33.6
9,GORDON-KRIEF,David,M.,UMP,Union pour un Mouvement Populaire,21201,"  38,09","  20,68",non,03305,38.09,20.68
1,RECALDE,Marie,Mme,SOC,Socialiste,32863,"  63,43","  34,48",oui,03306,63.43,34.48
7,MILLET,Thierry,M.,NCE,Nouveau Centre,18947,"  36,57","  19,88",non,03306,36.57,19.88
4,FOULON,Yves,M.,UMP,Union pour un Mouvement Populaire,30043,"  51,10","  30,70",oui,03308,51.1,30.7
7,LE YONDRE,Nathalie,Mme,SOC,Socialiste,28750,"  48,90","  29,38",non,03308,48.9,29.38
6,SIBE,Maxime,M.,UMP,Union pour un Mouvement Populaire,17497,"  36,51","  20,42",non,03309,36.51,20.42
8,SAVARY,Gilles,M.,SOC,Socialiste,30429,"  63,49","  35,52",oui,03309,63.49,35.52
1,GARRAUD,Jean-Paul,M.,UMP,Union pour un Mouvement Populaire,20785,"  45,40","  26,46",non,03310,45.4,26.46
8,BOUDIE,Florent,M.,SOC,Socialiste,24992,"  54,60","  31,82",oui,03310,54.6,31.82
3,PLISSON,Philippe,M.,SOC,Socialiste,29626,"  64,01","  33,59",oui,03311,64.01,33.59
5,BLANC,Jean-Franck,M.,UMP,Union pour un Mouvement Populaire,16655,"  35,99","  18,88",non,03311,35.99,18.88
1,D'AMECOURT,Yves,M.,UMP,Union pour un Mouvement Populaire,18048,"  39,47","  22,95",non,03312,39.47,22.95
3,FAURE,Martine,Mme,SOC,Socialiste,27674,"  60,53","  35,20",oui,03312,60.53,35.2
1,JEANJEAN,Christian,M.,UMP,Union pour un Mouvement Populaire,21266,"  49,90","  26,88",non,03401,49.9,26.88
2,ROUMEGAS,Jean-Louis,M.,VEC,Europe-Ecologie-Les Verts,21354,"  50,10","  26,99",oui,03401,50.1,26.99
1,LE DAIN,Anne-Yvonne,Mme,SOC,Socialiste,18666,"  66,35","  32,01",oui,03402,66.35,32.01
2,BRISSAUD,Anne,Mme,PRV,Parti radical,9467,"  33,65","  16,23",non,03402,33.65,16.23
1,GRAND,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,19399,"  45,16","  25,05",non,03403,45.16,25.05
2,DOMBRE COSTE,Fanny,Mme,SOC,Socialiste,23559,"  54,84","  30,43",oui,03403,54.84,30.43
1,LECOU,Robert,M.,UMP,Union pour un Mouvement Populaire,26021,"  44,61","  25,20",non,03404,44.61,25.2
2,ROIG,Frédéric,M.,SOC,Socialiste,32306,"  55,39","  31,29",oui,03404,55.39,31.29
1,CALANDRI,Constance,Mme,FN,Front National,19631,"  38,59","  21,58",non,03405,38.59,21.58
2,MESQUIDA,Kléber,M.,SOC,Socialiste,31237,"  61,41","  34,35",oui,03405,61.41,34.35
1,VOUZELLAUD,Guillaume,M.,FN,Front National,10572,"  20,37","  12,26",non,03406,20.37,12.26
2,ROQUE,Dolores,Mme,SOC,Socialiste,20665,"  39,82","  23,96",oui,03406,39.82,23.96
3,ABOUD,Elie,M.,UMP,Union pour un Mouvement Populaire,20655,"  39,80","  23,95",non,03406,39.8,23.95
1,JAMET,France,Mme,FN,Front National,12085,"  19,76","  12,59",non,03407,19.76,12.59
2,D'ETTORE,Gilles,M.,UMP,Union pour un Mouvement Populaire,22826,"  37,32","  23,78",non,03407,37.32,23.78
3,DENAJA,Sébastien,M.,SOC,Socialiste,26247,"  42,92","  27,34",oui,03407,42.92,27.34
1,ASSAF,Christian,M.,SOC,Socialiste,24161,"  55,24","  29,94",oui,03408,55.24,29.94
2,JULIEN,Arnaud,M.,UMP,Union pour un Mouvement Populaire,19579,"  44,76","  24,26",non,03408,44.76,24.26
1,VIGNAL,Patrick,M.,SOC,Socialiste,21046,"  50,66","  27,83",oui,03409,50.66,27.83
9,ROSSIGNOL,Stéphan,M.,UMP,Union pour un Mouvement Populaire,20494,"  49,34","  27,10",non,03409,49.34,27.1
13,CHAPDELAINE,Marie-Anne,Mme,SOC,Socialiste,30565,"  66,63","  35,08",oui,03501,66.63,35.08
14,LE BLOND,Grégoire,M.,ALLI,Alliance centriste,15307,"  33,37","  17,57",non,03501,33.37,17.57
1,PLOUVIER,Bertrand,M.,UMP,Union pour un Mouvement Populaire,18458,"  36,55","  21,22",non,03502,36.55,21.22
5,APPERE,Nathalie,Mme,SOC,Socialiste,32040,"  63,45","  36,84",oui,03502,63.45,36.84
2,ANDRE,François,M.,SOC,Socialiste,27805,"  58,82","  34,12",oui,03503,58.82,34.12
3,ROUAULT,Philippe,M.,UMP,Union pour un Mouvement Populaire,19466,"  41,18","  23,88",non,03503,41.18,23.88
3,JULAUD,Dominique,M.,ALLI,Alliance centriste,16996,"  37,70","  19,97",non,03504,37.7,19.97
7,MARSAC,Jean-René,M.,SOC,Socialiste,28092,"  62,30","  33,01",oui,03504,62.3,33.01
1,LORAY,Anne-Laure,Mme,SOC,Socialiste,23770,"  44,21","  24,37",non,03505,44.21,24.37
2,LE CALLENNEC,Isabelle,Mme,UMP,Union pour un Mouvement Populaire,29995,"  55,79","  30,76",oui,03505,55.79,30.76
5,FEUVRIER,Louis,M.,DVG,Divers gauche,24669,"  48,83","  28,92",non,03506,48.83,28.92
7,BENOIT,Thierry,M.,ALLI,Alliance centriste,25850,"  51,17","  30,30",oui,03506,51.17,30.3
3,THOMAS,Isabelle,Mme,SOC,Socialiste,27477,"  48,96","  28,88",non,03507,48.96,28.88
4,LURTON,Gilles,M.,DVD,Divers droite,28644,"  51,04","  30,11",oui,03507,51.04,30.11
4,ROGEMONT,Marcel,M.,SOC,Socialiste,27460,"  66,11","  34,78",oui,03508,66.11,34.78
8,CHAVANAT,Bruno,M.,DVD,Divers droite,14077,"  33,89","  17,83",non,03508,33.89,17.83
1,CHANTEGUET,Jean-Paul,M.,SOC,Socialiste,27452,"  58,80","  33,40",oui,03601,58.8,33.4
9,JOLIVET,François,M.,UMP,Union pour un Mouvement Populaire,19236,"  41,20","  23,40",non,03601,41.2,23.4
2,BRUNEAU,Isabelle,Mme,SOC,Socialiste,31366,"  55,18","  34,27",oui,03602,55.18,34.27
7,FORISSIER,Nicolas,M.,UMP,Union pour un Mouvement Populaire,25474,"  44,82","  27,83",non,03602,44.82,27.83
1,GILLE,Jean-Patrick,M.,SOC,Socialiste,20310,"  58,20","  30,98",oui,03701,58.2,30.98
2,PELTIER,Guillaume,M.,UMP,Union pour un Mouvement Populaire,14586,"  41,80","  22,25",non,03701,41.8,22.25
1,ROSSIGNOL,Christophe,M.,VEC,Europe-Ecologie-Les Verts,24732,"  49,74","  29,29",non,03702,49.74,29.29
2,GREFF,Claude,Mme,UMP,Union pour un Mouvement Populaire,24993,"  50,26","  29,60",oui,03702,50.26,29.6
1,TOURAINE,Marisol,Mme,SOC,Socialiste,33147,"  60,21","  35,07",oui,03703,60.21,35.07
2,BARBIER,Jacques,M.,UMP,Union pour un Mouvement Populaire,21905,"  39,79","  23,17",non,03703,39.79,23.17
1,BAUMEL,Laurent,M.,SOC,Socialiste,27657,"  53,39","  31,31",oui,03704,53.39,31.31
2,NOVELLI,Hervé,M.,UMP,Union pour un Mouvement Populaire,24143,"  46,61","  27,33",non,03704,46.61,27.33
1,ROIRON,Claude,Mme,SOC,Socialiste,22624,"  47,17","  28,11",non,03705,47.17,28.11
2,BRIAND,Philippe,M.,UMP,Union pour un Mouvement Populaire,25336,"  52,83","  31,48",oui,03705,52.83,31.48
6,FIORASO,Geneviève,Mme,SOC,Socialiste,26402,"  58,34","  33,04",oui,03801,58.34,33.04
10,PEYRIN,Jean-Claude,M.,UMP,Union pour un Mouvement Populaire,18854,"  41,66","  23,59",non,03801,41.66,23.59
1,VICENTE,Magalie,Mme,UMP,Union pour un Mouvement Populaire,13155,"  34,65","  17,50",non,03802,34.65,17.5
6,ISSINDOU,Michel,M.,SOC,Socialiste,24805,"  65,35","  33,00",oui,03802,65.35,33.0
11,DESTOT,Michel,M.,SOC,Socialiste,19076,"  66,13","  32,19",oui,03803,66.13,32.19
13,BERANGER,Nathalie,Mme,UMP,Union pour un Mouvement Populaire,9772,"  33,87","  16,49",non,03803,33.87,16.49
1,BATTISTEL,Marie-Noëlle,Mme,SOC,Socialiste,28159,"  57,93","  32,01",oui,03804,57.93,32.01
10,DURIEU,Cécilia,Mme,UMP,Union pour un Mouvement Populaire,20446,"  42,07","  23,24",non,03804,42.07,23.24
4,BROTTES,François,M.,SOC,Socialiste,32762,"  61,85","  33,45",oui,03805,61.85,33.45
10,BERNARD,Michel,M.,UMP,Union pour un Mouvement Populaire,20205,"  38,15","  20,63",non,03805,38.15,20.63
2,MOYNE-BRESSAND,Alain,M.,UMP,Union pour un Mouvement Populaire,22834,"  57,70","  29,60",oui,03806,57.7,29.6
5,CORBIN,Michèle,Mme,SOC,Socialiste,16740,"  42,30","  21,70",non,03806,42.3,21.7
3,BARBIER,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,24942,"  50,62","  28,46",oui,03807,50.62,28.46
11,RAMBAUD,Didier,M.,SOC,Socialiste,24327,"  49,38","  27,76",non,03807,49.38,27.76
3,BINET,Erwann,M.,SOC,Socialiste,20902,"  50,57","  27,84",oui,03808,50.57,27.84
5,REMILLER,Jacques,M.,UMP,Union pour un Mouvement Populaire,20433,"  49,43","  27,21",non,03808,49.43,27.21
4,BONNETON,Michèle,Mme,VEC,Europe-Ecologie-Les Verts,27187,"  53,93","  29,10",oui,03809,53.93,29.1
6,POLAT,Julien,M.,UMP,Union pour un Mouvement Populaire,23226,"  46,07","  24,86",non,03809,46.07,24.86
5,HUILLIER,Joëlle,Mme,SOC,Socialiste,22688,"  50,98","  25,85",oui,03810,50.98,25.85
6,CHRIQUI,Vincent,M.,UMP,Union pour un Mouvement Populaire,21812,"  49,02","  24,85",non,03810,49.02,24.85
2,PELISSARD,Jacques,M.,UMP,Union pour un Mouvement Populaire,20912,"  52,14","  32,14",oui,03901,52.14,32.14
7,BRULEBOIS,Danielle,Mme,SOC,Socialiste,19193,"  47,86","  29,50",non,03901,47.86,29.5
1,DALLOZ,Marie-Christine,Mme,UMP,Union pour un Mouvement Populaire,16915,"  54,61","  30,76",oui,03902,54.61,30.76
3,PERRIN,Raphaël,M.,SOC,Socialiste,14060,"  45,39","  25,57",non,03902,45.39,25.57
1,SERMIER,Jean-Marie,M.,UMP,Union pour un Mouvement Populaire,22303,"  53,17","  32,64",oui,03903,53.17,32.64
10,LAROCHE,Sylvie,Mme,SOC,Socialiste,19641,"  46,83","  28,74",non,03903,46.83,28.74
5,VIDALIES,Alain,M.,SOC,Socialiste,31839,"  59,12","  32,59",oui,04001,59.12,32.59
8,DUDON,Alain,M.,UMP,Union pour un Mouvement Populaire,22015,"  40,88","  22,53",non,04001,40.88,22.53
1,DUBOIS,Julien,M.,UMP,Union pour un Mouvement Populaire,22513,"  39,25","  21,48",non,04002,39.25,21.48
2,DUFAU,Jean-Pierre,M.,SOC,Socialiste,34840,"  60,75","  33,25",oui,04002,60.75,33.25
2,ROBILIARD,Denys,M.,SOC,Socialiste,23972,"  51,90","  29,78",oui,04101,51.9,29.78
4,PERRUCHOT,Nicolas,M.,NCE,Nouveau Centre,22216,"  48,10","  27,59",non,04101,48.1,27.59
3,MARTIN-LALANDE,Patrice,M.,UMP,Union pour un Mouvement Populaire,24860,"  53,16","  30,96",oui,04102,53.16,30.96
4,ANDRE,Tania,Mme,SOC,Socialiste,21905,"  46,84","  27,28",non,04102,46.84,27.28
5,GLOANEC MAURIN,Karine,Mme,SOC,Socialiste,20850,"  41,95","  25,30",non,04103,41.95,25.3
13,LEROY,Maurice,M.,NCE,Nouveau Centre,28847,"  58,05","  35,00",oui,04103,58.05,35.0
1,JUANICO,Régis,M.,SOC,Socialiste,19357,"  57,45","  28,46",oui,04201,57.45,28.46
7,ARTIGUES,Gilles,M.,CEN,Le Centre pour la France,14336,"  42,55","  21,08",non,04201,42.55,21.08
1,CUSTODIO,Alexandra,Mme,UMP,Union pour un Mouvement Populaire,10999,"  40,07","  19,20",non,04202,40.07,19.2
5,GAGNAIRE,Jean-Louis,M.,SOC,Socialiste,16450,"  59,93","  28,71",oui,04202,59.93,28.71
7,KIZIRIAN,Philippe,M.,SOC,Socialiste,20406,"  47,64","  25,36",non,04203,47.64,25.36
9,ROCHEBLOINE,François,M.,NCE,Nouveau Centre,22428,"  52,36","  27,87",oui,04203,52.36,27.87
2,HEYRAUD,Robert,M.,FN,Front National,10731,"  18,36","  10,82",non,04204,18.36,10.82
5,CINIERI,Dino,M.,UMP,Union pour un Mouvement Populaire,24528,"  41,96","  24,74",oui,04204,41.96,24.74
8,BENCHARIF,Léla,Mme,VEC,Europe-Ecologie-Les Verts,23195,"  39,68","  23,40",non,04204,39.68,23.4
1,DEROCHE,Laure,Mme,SOC,Socialiste,25936,"  43,65","  25,58",non,04205,43.65,25.58
10,NICOLIN,Yves,M.,UMP,Union pour un Mouvement Populaire,33487,"  56,35","  33,02",oui,04205,56.35,33.02
3,FAURE,Liliane,Mme,SOC,Socialiste,27549,"  46,65","  26,49",non,04206,46.65,26.49
4,SALEN,Paul,M.,UMP,Union pour un Mouvement Populaire,31503,"  53,35","  30,29",oui,04206,53.35,30.29
1,VOCANSON,Guy,M.,SOC,Socialiste,20662,"  36,05","  21,56",non,04301,36.05,21.56
2,WAUQUIEZ,Laurent,M.,UMP,Union pour un Mouvement Populaire,36651,"  63,95","  38,25",oui,04301,63.95,38.25
1,VIGIER,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,24698,"  51,52","  30,76",oui,04302,51.52,30.76
2,CHAPAVEIRE,André,M.,SOC,Socialiste,23244,"  48,48","  28,95",non,04302,48.48,28.95
8,DE RUGY,François,M.,VEC,Europe-Ecologie-Les Verts,23922,"  58,95","  32,87",oui,04401,58.95,32.87
9,PINTE,François,M.,UMP,Union pour un Mouvement Populaire,16661,"  41,05","  22,89",non,04401,41.05,22.89
3,CLERGEAU,Marie-Françoise,Mme,SOC,Socialiste,26208,"  62,22","  32,12",oui,04402,62.22,32.12
7,GARNIER,Laurence,Mme,UMP,Union pour un Mouvement Populaire,15911,"  37,78","  19,50",non,04402,37.78,19.5
2,MENARD,Michel,M.,SOC,Socialiste,36042,"  60,23","  34,10",oui,04405,60.23,34.1
5,PERRION,Maurice,M.,ALLI,Alliance centriste,23797,"  39,77","  22,51",non,04405,39.77,22.51
6,HUNAULT,Michel,M.,NCE,Nouveau Centre,29566,"  47,31","  27,65",non,04406,47.31,27.65
8,DANIEL,Yves,M.,SOC,Socialiste,32922,"  52,69","  30,79",oui,04406,52.69,30.79
3,CHALLIER,Hélène,Mme,SOC,Socialiste,28756,"  47,95","  28,17",non,04407,47.95,28.17
5,PRIOU,Christophe,M.,UMP,Union pour un Mouvement Populaire,31217,"  52,05","  30,58",oui,04407,52.05,30.58
8,BOENNEC,Philippe,M.,UMP,Union pour un Mouvement Populaire,30537,"  46,74","  28,34",non,04409,46.74,28.34
10,RABIN,Monique,Mme,SOC,Socialiste,34799,"  53,26","  32,30",oui,04409,53.26,32.3
3,ERRANTE,Sophie,Mme,SOC,Socialiste,33582,"  52,52","  31,48",oui,04410,52.52,31.48
7,DEJOIE,Laurent,M.,UMP,Union pour un Mouvement Populaire,30362,"  47,48","  28,46",non,04410,47.48,28.46
6,CARRE,Olivier,M.,UMP,Union pour un Mouvement Populaire,21846,"  51,84","  29,82",oui,04501,51.84,29.82
8,GRAND,Jean-Philippe,M.,VEC,Europe-Ecologie-Les Verts,20298,"  48,16","  27,70",non,04501,48.16,27.7
4,GROUARD,Serge,M.,UMP,Union pour un Mouvement Populaire,23915,"  50,37","  29,18",oui,04502,50.37,29.18
6,CHAILLOU,Christophe,M.,SOC,Socialiste,23561,"  49,63","  28,75",non,04502,49.63,28.75
1,DE GANAY,Claude,M.,UMP,Union pour un Mouvement Populaire,21378,"  52,72","  30,06",oui,04503,52.72,30.06
8,FROMENT,Philippe,M.,SOC,Socialiste,19170,"  47,28","  26,95",non,04503,47.28,26.95
5,DOOR,Jean - Pierre,M.,UMP,Union pour un Mouvement Populaire,23478,"  57,81","  31,30",oui,04504,57.81,31.3
8,GABORET,Jalila,Mme,SOC,Socialiste,17133,"  42,19","  22,84",non,04504,42.19,22.84
2,DUBOIS,Marianne,Mme,UMP,Union pour un Mouvement Populaire,21627,"  53,82","  29,75",oui,04505,53.82,29.75
6,CANETTE,Carole,Mme,SOC,Socialiste,18556,"  46,18","  25,52",non,04505,46.18,25.52
7,CORRE,Valérie,Mme,SOC,Socialiste,19541,"  50,14","  28,23",oui,04506,50.14,28.23
8,LEMAIGNEN,Charles-Eric,M.,UMP,Union pour un Mouvement Populaire,19430,"  49,86","  28,07",non,04506,49.86,28.07
1,PRADIE,Aurelien,M.,UMP,Union pour un Mouvement Populaire,17342,"  40,15","  24,70",non,04601,40.15,24.7
2,ORLIAC,Dominique,Mme,RDG,Radical de Gauche,25847,"  59,85","  36,82",oui,04601,59.85,36.82
1,LOUSTEAU,Lucette,Mme,SOC,Socialiste,27189,"  52,02","  31,34",oui,04701,52.02,31.34
2,DIONIS DU SEJOUR,Jean,M.,NCE,Nouveau Centre,25077,"  47,98","  28,91",non,04701,47.98,28.91
1,DIEFENBACHER,Michel,M.,UMP,Union pour un Mouvement Populaire,21641,"  46,35","  27,85",non,04702,46.35,27.85
2,FEKL,Matthias,M.,SOC,Socialiste,25049,"  53,65","  32,24",oui,04702,53.65,32.24
1,CAHUZAC,Jérôme,M.,SOC,Socialiste,28309,"  61,48","  37,07",oui,04703,61.48,37.07
2,COSTES,Jean-Louis,M.,UMP,Union pour un Mouvement Populaire,17734,"  38,52","  23,22",non,04703,38.52,23.22
1,PANTEL,Sophie,Mme,SOC,Socialiste,19726,"  49,48","  32,92",non,04801,49.48,32.92
2,MOREL-A-L'HUISSIER,Pierre,M.,UMP,Union pour un Mouvement Populaire,20138,"  50,52","  33,61",oui,04801,50.52,33.61
1,BELOT,Luc,M.,SOC,Socialiste,24391,"  52,64","  30,14",oui,04901,52.64,30.14
8,JEANNETEAU,Paul,M.,UMP,Union pour un Mouvement Populaire,21944,"  47,36","  27,11",non,04901,47.36,27.11
8,HENRY,Maxence,M.,UMP,Union pour un Mouvement Populaire,17686,"  37,20","  20,22",non,04902,37.2,20.22
12,GOUA,Marc,M.,SOC,Socialiste,29859,"  62,80","  34,15",oui,04902,62.8,34.15
7,TAUGOURDEAU,Jean-Charles,M.,UMP,Union pour un Mouvement Populaire,20775,"  53,45","  30,35",oui,04903,53.45,30.35
12,MARCHAND,Jean-Michel,M.,RDG,Radical de Gauche,18095,"  46,55","  26,44",non,04903,46.55,26.44
4,PIRON,Michel,M.,UMP,Union pour un Mouvement Populaire,22894,"  55,17","  31,11",oui,04904,55.17,31.11
8,SARAMITO,Sophie,Mme,SOC,Socialiste,18604,"  44,83","  25,28",non,04904,44.83,25.28
1,ADRIEN-BIGEON,Laurence,Mme,SOC,Socialiste,20397,"  48,93","  27,06",non,04905,48.93,27.06
5,BOURDOULEIX,Gilles,M.,UMP,Union pour un Mouvement Populaire,21287,"  51,07","  28,24",oui,04905,51.07,28.24
4,DE CHARETTE,Hervé,M.,NCE,Nouveau Centre,23552,"  47,82","  25,44",non,04906,47.82,25.44
12,BARDY,Serge,M.,DVG,Divers gauche,25700,"  52,18","  27,76",oui,04906,52.18,27.76
3,LAFFINEUR,Marc,M.,UMP,Union pour un Mouvement Populaire,21885,"  50,10","  29,05",oui,04907,50.1,29.05
4,CAMARA-TOMBINI,Silvia,Mme,SOC,Socialiste,21800,"  49,90","  28,93",non,04907,49.9,28.93
2,GOSSELIN,Philippe,M.,UMP,Union pour un Mouvement Populaire,27049,"  52,53","  31,26",oui,05001,52.53,31.26
7,LE COZ,Christine,Mme,SOC,Socialiste,24440,"  47,47","  28,25",non,05001,47.47,28.25
7,HUET,Guénhaël,M.,UMP,Union pour un Mouvement Populaire,31814,"  60,71","  33,61",oui,05002,60.71,33.61
8,SAURE,Gérard,M.,RDG,Radical de Gauche,20586,"  39,29","  21,75",non,05002,39.29,21.75
1,TRAVERT,Stéphane,M.,SOC,Socialiste,32357,"  52,38","  30,57",oui,05003,52.38,30.57
8,COUSIN,Alain,M.,UMP,Union pour un Mouvement Populaire,29414,"  47,62","  27,79",non,05003,47.62,27.79
4,ROBINET,Arnaud,M.,UMP,Union pour un Mouvement Populaire,18515,"  52,77","  26,73",oui,05101,52.77,26.73
7,GHALLAL,Sabrina,Mme,SOC,Socialiste,16570,"  47,23","  23,92",non,05101,47.23,23.92
1,VAUTRIN-PENNAFORTE,Catherine,Mme,UMP,Union pour un Mouvement Populaire,20640,"  53,04","  28,42",oui,05102,53.04,28.42
10,QUENARD,Eric,M.,SOC,Socialiste,18274,"  46,96","  25,16",non,05102,46.96,25.16
7,LOISELET,Eric,M.,VEC,Europe-Ecologie-Les Verts,18342,"  44,22","  22,55",non,05103,44.22,22.55
9,MARTIN,Philippe,M.,UMP,Union pour un Mouvement Populaire,23135,"  55,78","  28,45",oui,05103,55.78,28.45
5,APPARU,Benoist,M.,UMP,Union pour un Mouvement Populaire,22382,"  52,49","  27,65",oui,05104,52.49,27.65
6,NAMUR,Rudy,M.,SOC,Socialiste,20260,"  47,51","  25,03",non,05104,47.51,25.03
7,DE COURSON,Charles,M.,NCE,Nouveau Centre,28219,"  65,79","  36,07",oui,05105,65.79,36.07
8,DOREMUS,Mariane,Mme,SOC,Socialiste,14673,"  34,21","  18,75",non,05105,34.21,18.75
1,CHATEL,Luc,M.,UMP,Union pour un Mouvement Populaire,24346,"  55,05","  32,67",oui,05201,55.05,32.67
5,ANDRIOT,Patricia,Mme,VEC,Europe-Ecologie-Les Verts,19879,"  44,95","  26,67",non,05201,44.95,26.67
7,CORNUT-GENTILLE,François,M.,UMP,Union pour un Mouvement Populaire,20922,"  60,98","  32,52",oui,05202,60.98,32.52
8,MAILLOT,Denis,M.,SOC,Socialiste,13390,"  39,02","  20,81",non,05202,39.02,20.81
3,GAROT,Guillaume,M.,SOC,Socialiste,23552,"  58,47","  32,41",oui,05301,58.47,32.41
9,SOULTANI-VIGNERON,Samia,Mme,UMP,Union pour un Mouvement Populaire,16729,"  41,53","  23,02",non,05301,41.53,23.02
